E =  710.000 MeV, Wght = 1.00, Syst = 0.05
    35.0    0.8930    0.0260
    45.0    0.8970    0.0240
    55.0    0.8900    0.0220
    65.0    0.8840    0.0210
    75.0    0.9110    0.0200
    85.0    0.9260    0.0200
    95.0    0.9370    0.0200
   105.0    0.9210    0.0200
   115.0    0.9580    0.0210
   125.0    0.9710    0.0220
   135.0    0.9810    0.0240
   145.0    0.9900    0.0270
   155.0    1.0230    0.0320
   165.0    1.0140    0.0420
   175.0    0.9670    0.0710
------------------------------------------
E =  850.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9700    0.0690
    15.0    0.9970    0.0410
    25.0    0.9070    0.0310
    35.0    0.9440    0.0280
    45.0    0.8850    0.0250
    55.0    0.8640    0.0220
    65.0    0.8870    0.0210
    75.0    0.8780    0.0200
    85.0    0.9290    0.0210
    95.0    0.9260    0.0200
   105.0    0.9460    0.0210
   115.0    0.9630    0.0210
   125.0    0.9560    0.0220
   135.0    0.9740    0.0250
   145.0    0.9880    0.0280
   155.0    0.9900    0.0330
   165.0    0.9900    0.0410
   175.0    0.9820    0.0740
------------------------------------------
E =  860.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0200    0.0760
    15.0    0.9430    0.0420
    25.0    0.9370    0.0330
    35.0    0.9160    0.0280
    45.0    0.8920    0.0260
    55.0    0.8510    0.0230
    65.0    0.8730    0.0230
    75.0    0.8680    0.0220
    85.0    0.9130    0.0210
    95.0    0.9020    0.0210
   105.0    0.9400    0.0220
   115.0    0.9480    0.0220
   125.0    0.9520    0.0230
   135.0    0.9650    0.0250
   145.0    1.0080    0.0290
   155.0    0.9890    0.0340
   165.0    0.9900    0.0420
   175.0    0.9820    0.0740
------------------------------------------
E =  870.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9610    0.0770
    15.0    1.0110    0.0460
    25.0    0.9370    0.0350
    35.0    0.8750    0.0290
    45.0    0.8350    0.0260
    55.0    0.8590    0.0250
    65.0    0.8380    0.0230
    75.0    0.8660    0.0220
    85.0    0.8900    0.0220
    95.0    0.8870    0.0220
   105.0    0.9200    0.0220
   115.0    0.9610    0.0230
   125.0    0.9310    0.0240
   135.0    0.9700    0.0260
   145.0    0.9800    0.0290
   155.0    1.0070    0.0350
   165.0    0.9960    0.0440
   175.0    1.0180    0.0780
------------------------------------------
E =  880.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9930    0.0750
    15.0    0.9830    0.0460
    25.0    0.9200    0.0360
    35.0    0.8550    0.0300
    45.0    0.8360    0.0270
    55.0    0.8570    0.0260
    65.0    0.8420    0.0240
    75.0    0.8550    0.0230
    85.0    0.8680    0.0230
    95.0    0.8950    0.0230
   105.0    0.8850    0.0230
   115.0    0.9280    0.0240
   125.0    0.9590    0.0250
   135.0    0.9650    0.0270
   145.0    0.9830    0.0300
   155.0    0.9850    0.0360
   165.0    0.9660    0.0450
   175.0    0.9910    0.0810
------------------------------------------
E =  890.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9720    0.0830
    15.0    0.9730    0.0480
    25.0    0.9560    0.0370
    35.0    0.8400    0.0310
    45.0    0.8000    0.0290
    55.0    0.8030    0.0260
    65.0    0.8080    0.0250
    75.0    0.8040    0.0230
    85.0    0.8670    0.0240
    95.0    0.8900    0.0240
   105.0    0.8930    0.0240
   115.0    0.9130    0.0240
   125.0    0.9300    0.0250
   135.0    0.9690    0.0280
   145.0    0.9480    0.0310
   155.0    1.0090    0.0380
   165.0    1.0200    0.0470
   175.0    0.9860    0.0820
------------------------------------------
E =  900.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0360    0.0900
    15.0    0.9590    0.0490
    25.0    0.8640    0.0380
    35.0    0.8480    0.0330
    45.0    0.7790    0.0290
    55.0    0.7350    0.0270
    65.0    0.7750    0.0260
    75.0    0.8150    0.0250
    85.0    0.8280    0.0250
    95.0    0.8670    0.0240
   105.0    0.8970    0.0250
   115.0    0.9250    0.0250
   125.0    0.9180    0.0260
   135.0    0.9590    0.0280
   145.0    0.9540    0.0320
   155.0    0.9740    0.0370
   165.0    0.9860    0.0480
   175.0    1.0260    0.0840
------------------------------------------
E =  910.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0260    0.0930
    15.0    0.9360    0.0530
    25.0    0.8650    0.0410
    35.0    0.7760    0.0330
    45.0    0.7640    0.0300
    55.0    0.7020    0.0280
    65.0    0.7570    0.0270
    75.0    0.7850    0.0260
    85.0    0.8240    0.0250
    95.0    0.8280    0.0250
   105.0    0.8450    0.0250
   115.0    0.8780    0.0260
   125.0    0.9390    0.0270
   135.0    0.9840    0.0300
   145.0    0.9900    0.0330
   155.0    0.9780    0.0390
   165.0    0.9890    0.0500
   175.0    0.9980    0.0870
------------------------------------------
E =  920.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0310    0.0960
    15.0    0.9330    0.0540
    25.0    0.8280    0.0430
    35.0    0.7450    0.0350
    45.0    0.7010    0.0310
    55.0    0.6550    0.0290
    65.0    0.7170    0.0280
    75.0    0.7490    0.0260
    85.0    0.7710    0.0250
    95.0    0.8430    0.0260
   105.0    0.8430    0.0260
   115.0    0.8980    0.0270
   125.0    0.9080    0.0280
   135.0    0.9330    0.0310
   145.0    0.9640    0.0340
   155.0    0.9810    0.0410
   165.0    0.9600    0.0520
   175.0    1.0030    0.0890
------------------------------------------
E =  930.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0590    0.1070
    15.0    0.9310    0.0570
    25.0    0.8280    0.0440
    35.0    0.7230    0.0370
    45.0    0.6710    0.0330
    55.0    0.6410    0.0300
    65.0    0.6850    0.0280
    75.0    0.7320    0.0270
    85.0    0.7660    0.0260
    95.0    0.8130    0.0270
   105.0    0.8500    0.0270
   115.0    0.8720    0.0270
   125.0    0.9140    0.0290
   135.0    0.9460    0.0310
   145.0    0.9860    0.0360
   155.0    1.0030    0.0430
   165.0    1.0090    0.0550
   175.0    0.9740    0.0950
------------------------------------------
E =  940.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9140    0.1040
    15.0    0.8560    0.0600
    25.0    0.7860    0.0470
    35.0    0.6490    0.0370
    45.0    0.5860    0.0340
    55.0    0.6260    0.0320
    65.0    0.6280    0.0290
    75.0    0.6620    0.0280
    85.0    0.7570    0.0270
    95.0    0.7860    0.0270
   105.0    0.8520    0.0280
   115.0    0.8460    0.0290
   125.0    0.8880    0.0290
   135.0    0.9350    0.0320
   145.0    0.9750    0.0380
   155.0    0.9810    0.0440
   165.0    1.0320    0.0590
   175.0    1.0350    0.0970
------------------------------------------
E =  950.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9720    0.1210
    15.0    0.9070    0.0630
    25.0    0.7310    0.0470
    35.0    0.5720    0.0390
    45.0    0.5410    0.0350
    55.0    0.5060    0.0320
    65.0    0.5900    0.0310
    75.0    0.6420    0.0290
    85.0    0.6620    0.0280
    95.0    0.7700    0.0280
   105.0    0.8390    0.0290
   115.0    0.8560    0.0290
   125.0    0.8530    0.0300
   135.0    0.9380    0.0340
   145.0    0.9730    0.0390
   155.0    0.9550    0.0450
   165.0    0.9760    0.0560
   175.0    0.9960    0.1060
------------------------------------------
E =  960.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8930    0.1370
    15.0    0.8050    0.0700
    25.0    0.6740    0.0510
    35.0    0.5420    0.0420
    45.0    0.4740    0.0360
    55.0    0.4300    0.0320
    65.0    0.5390    0.0310
    75.0    0.6270    0.0300
    85.0    0.7260    0.0300
    95.0    0.7780    0.0290
   105.0    0.8040    0.0300
   115.0    0.8110    0.0300
   125.0    0.8320    0.0320
   135.0    0.9120    0.0360
   145.0    0.9830    0.0400
   155.0    0.9610    0.0480
   165.0    0.9950    0.0620
   175.0    0.9760    0.1050
------------------------------------------
E =  970.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9090    0.1250
    15.0    0.8840    0.0760
    25.0    0.6240    0.0550
    35.0    0.4490    0.0450
    45.0    0.4340    0.0390
    55.0    0.4320    0.0350
    65.0    0.4550    0.0320
    75.0    0.6290    0.0310
    85.0    0.6520    0.0300
    95.0    0.6940    0.0290
   105.0    0.7520    0.0300
   115.0    0.8060    0.0320
   125.0    0.8440    0.0330
   135.0    0.9040    0.0370
   145.0    0.9480    0.0420
   155.0    0.9980    0.0510
   165.0    0.9970    0.0640
   175.0    0.9070    0.1080
------------------------------------------
E =  980.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0020    0.1520
    15.0    0.7750    0.0820
    25.0    0.5900    0.0590
    35.0    0.3360    0.0460
    45.0    0.3040    0.0390
    55.0    0.3590    0.0350
    65.0    0.4480    0.0330
    75.0    0.5700    0.0320
    85.0    0.6030    0.0300
    95.0    0.6980    0.0310
   105.0    0.7610    0.0310
   115.0    0.7680    0.0330
   125.0    0.8430    0.0340
   135.0    0.8690    0.0390
   145.0    0.9290    0.0450
   155.0    0.9860    0.0520
   165.0    1.0320    0.0710
   175.0    0.9630    0.1200
------------------------------------------
E =  990.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8100    0.1560
    15.0    0.6370    0.0860
    25.0    0.4900    0.0620
    35.0    0.2990    0.0500
    45.0    0.2280    0.0400
    55.0    0.3200    0.0360
    65.0    0.4190    0.0340
    75.0    0.5380    0.0320
    85.0    0.6320    0.0320
    95.0    0.6510    0.0310
   105.0    0.7490    0.0330
   115.0    0.7560    0.0330
   125.0    0.7970    0.0360
   135.0    0.8630    0.0390
   145.0    0.9710    0.0470
   155.0    1.0050    0.0570
   165.0    1.0050    0.0730
   175.0    1.0130    0.1280
------------------------------------------
E = 1000.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0290    0.1960
    15.0    0.6030    0.0980
    25.0    0.2500    0.0640
    35.0    0.1530    0.0500
    45.0    0.1650    0.0420
    55.0    0.1370    0.0370
    65.0    0.3010    0.0340
    75.0    0.4420    0.0320
    85.0    0.5720    0.0320
    95.0    0.6660    0.0320
   105.0    0.7000    0.0330
   115.0    0.7420    0.0350
   125.0    0.8250    0.0370
   135.0    0.8360    0.0410
   145.0    0.8860    0.0490
   155.0    0.9580    0.0580
   165.0    0.9380    0.0810
   175.0    1.0200    0.1360
------------------------------------------
E = 1010.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8330    0.1700
    15.0    0.6130    0.0980
    25.0    0.1650    0.0650
    35.0    0.1320    0.0520
    45.0    0.0420    0.0440
    55.0    0.1760    0.0370
    65.0    0.3050    0.0340
    75.0    0.4670    0.0330
    85.0    0.5040    0.0330
    95.0    0.5830    0.0320
   105.0    0.6190    0.0340
   115.0    0.6660    0.0350
   125.0    0.7770    0.0400
   135.0    0.8230    0.0440
   145.0    0.9520    0.0530
   155.0    0.9320    0.0650
   165.0    1.0160    0.0820
   175.0    1.0290    0.1600
------------------------------------------
E = 1020.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.7910    0.2110
    15.0    0.6510    0.1010
    25.0    0.1360    0.0690
    35.0   -0.0540    0.0550
    45.0   -0.0290    0.0450
    55.0    0.1380    0.0390
    65.0    0.2760    0.0350
    75.0    0.3540    0.0330
    85.0    0.5030    0.0330
    95.0    0.6120    0.0340
   105.0    0.5800    0.0350
   115.0    0.6480    0.0370
   125.0    0.7890    0.0430
   135.0    0.8070    0.0460
   145.0    0.8750    0.0540
   155.0    0.9890    0.0710
   165.0    1.1350    0.1010
   175.0    0.9570    0.1620
------------------------------------------
E = 1030.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9380    0.2260
    15.0    0.2700    0.1050
    25.0    0.0550    0.0700
    35.0   -0.0710    0.0570
    45.0   -0.0740    0.0460
    55.0    0.1100    0.0400
    65.0    0.2890    0.0350
    75.0    0.4050    0.0330
    85.0    0.5020    0.0340
    95.0    0.5310    0.0340
   105.0    0.6330    0.0360
   115.0    0.6710    0.0380
   125.0    0.7100    0.0420
   135.0    0.7200    0.0480
   145.0    0.8920    0.0570
   155.0    0.8920    0.0690
   165.0    0.9900    0.0940
   175.0    1.1130    0.1750
------------------------------------------
E = 1040.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9950    0.2280
    15.0    0.5620    0.1170
    25.0    0.1670    0.0760
    35.0   -0.1120    0.0560
    45.0   -0.0990    0.0450
    55.0    0.0730    0.0400
    65.0    0.1500    0.0350
    75.0    0.3660    0.0340
    85.0    0.4720    0.0340
    95.0    0.5520    0.0350
   105.0    0.5820    0.0370
   115.0    0.6420    0.0390
   125.0    0.6980    0.0430
   135.0    0.7310    0.0490
   145.0    0.8390    0.0610
   155.0    0.9350    0.0730
   165.0    1.0040    0.1010
   175.0    0.9450    0.1730
------------------------------------------
E = 1050.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.7890    0.2400
    15.0    0.4350    0.1140
    25.0   -0.0370    0.0760
    35.0   -0.2650    0.0570
    45.0   -0.1480    0.0460
    55.0   -0.0040    0.0390
    65.0    0.1960    0.0350
    75.0    0.3610    0.0340
    85.0    0.4270    0.0340
    95.0    0.4990    0.0350
   105.0    0.5500    0.0360
   115.0    0.6070    0.0400
   125.0    0.6530    0.0440
   135.0    0.7180    0.0520
   145.0    0.8050    0.0640
   155.0    0.9000    0.0750
   165.0    1.0270    0.1170
   175.0    0.9480    0.2060
------------------------------------------
E = 1060.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.7240    0.2340
    15.0    0.3080    0.1100
    25.0    0.0520    0.0730
    35.0   -0.2080    0.0580
    45.0   -0.1260    0.0460
    55.0    0.0360    0.0400
    65.0    0.2150    0.0360
    75.0    0.3300    0.0350
    85.0    0.3870    0.0360
    95.0    0.5070    0.0360
   105.0    0.4860    0.0370
   115.0    0.6100    0.0420
   125.0    0.6060    0.0440
   135.0    0.6760    0.0530
   145.0    0.7790    0.0640
   155.0    0.8570    0.0850
   165.0    0.9900    0.1290
   175.0    1.1030    0.2020
------------------------------------------
E = 1070.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.1820    0.2830
    15.0    0.5770    0.1100
    25.0   -0.1850    0.0720
    35.0   -0.2900    0.0590
    45.0   -0.1560    0.0460
    55.0   -0.0010    0.0390
    65.0    0.2310    0.0360
    75.0    0.3060    0.0350
    85.0    0.4030    0.0360
    95.0    0.4770    0.0360
   105.0    0.5200    0.0390
   115.0    0.5550    0.0410
   125.0    0.6050    0.0470
   135.0    0.7240    0.0560
   145.0    0.7860    0.0670
   155.0    0.8970    0.0860
   165.0    0.9710    0.1150
   175.0    1.0120    0.2030
------------------------------------------
E = 1080.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.9770    0.2140
    15.0    0.5650    0.1090
    25.0    0.0080    0.0690
    35.0   -0.2230    0.0560
    45.0   -0.1740    0.0460
    55.0   -0.1000    0.0400
    65.0    0.1740    0.0360
    75.0    0.3230    0.0350
    85.0    0.4440    0.0360
    95.0    0.4990    0.0370
   105.0    0.4710    0.0400
   115.0    0.4800    0.0410
   125.0    0.5560    0.0480
   135.0    0.5950    0.0550
   145.0    0.7580    0.0690
   155.0    0.9170    0.0930
   165.0    1.0650    0.1410
   175.0    1.1500    0.2400
------------------------------------------
E = 1090.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.1390    0.2520
    15.0    0.3780    0.1060
    25.0    0.0000    0.0700
    35.0   -0.2800    0.0570
    45.0   -0.1360    0.0470
    55.0   -0.0110    0.0390
    65.0    0.1530    0.0360
    75.0    0.3320    0.0350
    85.0    0.4400    0.0350
    95.0    0.4770    0.0380
   105.0    0.5250    0.0390
   115.0    0.4450    0.0420
   125.0    0.5580    0.0490
   135.0    0.6010    0.0570
   145.0    0.7690    0.0720
   155.0    0.8560    0.0950
   165.0    0.9220    0.1290
   175.0    1.0230    0.2430
------------------------------------------
E = 1100.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0000    0.2260
    15.0    0.3850    0.1050
    25.0    0.0150    0.0690
    35.0   -0.1960    0.0540
    45.0   -0.1640    0.0460
    55.0   -0.0440    0.0400
    65.0    0.2240    0.0360
    75.0    0.3070    0.0350
    85.0    0.3910    0.0360
    95.0    0.4560    0.0370
   105.0    0.4740    0.0400
   115.0    0.4910    0.0430
   125.0    0.5530    0.0500
   135.0    0.6360    0.0600
   145.0    0.6700    0.0770
   155.0    0.9980    0.1060
   165.0    0.8890    0.1560
   175.0    0.5150    0.2320
------------------------------------------
E = 1110.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0140    0.2210
    15.0    0.4890    0.0990
    25.0   -0.0100    0.0650
    35.0   -0.2110    0.0550
    45.0   -0.1340    0.0460
    55.0    0.0200    0.0410
    65.0    0.1760    0.0360
    75.0    0.2670    0.0340
    85.0    0.4080    0.0360
    95.0    0.4450    0.0380
   105.0    0.4210    0.0400
   115.0    0.5080    0.0430
   125.0    0.3830    0.0490
   135.0    0.5750    0.0610
   145.0    0.7190    0.0760
   155.0    0.9520    0.1130
   165.0    0.9770    0.1510
   175.0    1.1740    0.2990
------------------------------------------
E = 1120.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.7920    0.1910
    15.0    0.2860    0.0910
    25.0    0.0670    0.0660
    35.0   -0.2010    0.0530
    45.0   -0.1090    0.0450
    55.0   -0.0040    0.0390
    65.0    0.1870    0.0370
    75.0    0.3530    0.0360
    85.0    0.4320    0.0370
    95.0    0.4280    0.0380
   105.0    0.4460    0.0410
   115.0    0.4070    0.0440
   125.0    0.5400    0.0520
   135.0    0.5920    0.0640
   145.0    0.6750    0.0780
   155.0    0.8820    0.1090
   165.0    0.9410    0.1590
   175.0    1.2500    0.3120
------------------------------------------
E = 1130.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8410    0.2030
    15.0    0.3730    0.0900
    25.0    0.1850    0.0640
    35.0   -0.1570    0.0560
    45.0   -0.1590    0.0450
    55.0   -0.0420    0.0390
    65.0    0.1990    0.0370
    75.0    0.3330    0.0360
    85.0    0.3920    0.0360
    95.0    0.4160    0.0390
   105.0    0.4300    0.0410
   115.0    0.4190    0.0460
   125.0    0.4610    0.0500
   135.0    0.5420    0.0630
   145.0    0.7000    0.0810
   155.0    0.8510    0.1090
   165.0    0.9850    0.1730
   175.0    0.9820    0.3000
------------------------------------------
E = 1140.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8930    0.2050
    15.0    0.5710    0.1010
    25.0    0.0740    0.0650
    35.0   -0.1390    0.0530
    45.0   -0.1090    0.0460
    55.0    0.0580    0.0390
    65.0    0.1700    0.0370
    75.0    0.2950    0.0360
    85.0    0.4040    0.0370
    95.0    0.3640    0.0380
   105.0    0.4680    0.0420
   115.0    0.3630    0.0430
   125.0    0.4120    0.0510
   135.0    0.4870    0.0600
   145.0    0.6130    0.0780
   155.0    0.9320    0.1240
   165.0    0.9860    0.1560
   175.0    0.9720    0.3730
------------------------------------------
E = 1150.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8090    0.1810
    15.0    0.6410    0.0910
    25.0    0.1020    0.0630
    35.0   -0.1700    0.0530
    45.0   -0.0890    0.0420
    55.0    0.0010    0.0390
    65.0    0.1900    0.0370
    75.0    0.2930    0.0360
    85.0    0.3990    0.0370
    95.0    0.4330    0.0390
   105.0    0.4350    0.0420
   115.0    0.3900    0.0460
   125.0    0.3480    0.0500
   135.0    0.4640    0.0630
   145.0    0.6450    0.0830
   155.0    0.8280    0.1160
   165.0    1.0520    0.2060
   175.0    0.9380    0.3910
------------------------------------------
E = 1160.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    1.0780    0.2170
    15.0    0.4840    0.0930
    25.0    0.1860    0.0670
    35.0   -0.0810    0.0520
