E =  710.000 MeV, Wght = 1.00, Syst = 0.05
   105.0    0.0280    0.0680
   115.0    0.0800    0.0710
   125.0    0.1340    0.0760
   135.0    0.1260    0.0810
   145.0   -0.0250    0.0920
   155.0   -0.1500    0.1070
   165.0    0.0180    0.1380
   175.0   -0.1690    0.2660
------------------------------------------
E =  770.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1490    0.2520
    15.0    0.1620    0.1440
    25.0   -0.0220    0.1100
    35.0    0.1050    0.0930
    45.0    0.1590    0.0820
    55.0    0.1630    0.0770
    65.0    0.1620    0.0720
    75.0    0.1650    0.0670
    85.0    0.1950    0.0680
    95.0    0.1970    0.0670
   105.0    0.1230    0.0680
   115.0    0.1280    0.0700
   125.0    0.1220    0.0730
   135.0    0.0660    0.0800
   145.0    0.0910    0.0910
   155.0    0.1030    0.1060
   165.0    0.1610    0.1330
   175.0   -0.1060    0.2470
------------------------------------------
E =  780.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.6510    0.2860
    15.0    0.0170    0.1480
    25.0    0.1700    0.1130
    35.0    0.1930    0.0940
    45.0    0.1960    0.0870
    55.0    0.2620    0.0810
    65.0    0.2680    0.0740
    75.0    0.0460    0.0730
    85.0    0.1230    0.0710
    95.0    0.0750    0.0720
   105.0    0.2510    0.0710
   115.0    0.1270    0.0750
   125.0    0.0750    0.0790
   135.0    0.0620    0.0860
   145.0   -0.1400    0.0960
   155.0    0.0950    0.1150
   165.0   -0.0840    0.1530
   175.0    0.3010    0.2670
------------------------------------------
E =  790.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.3390    0.2840
    15.0   -0.1260    0.1460
    25.0    0.2420    0.1130
    35.0    0.2550    0.1000
    45.0    0.2690    0.0880
    55.0    0.1960    0.0810
    65.0    0.2920    0.0770
    75.0    0.1560    0.0720
    85.0    0.1430    0.0700
    95.0    0.2560    0.0700
   105.0    0.1250    0.0720
   115.0    0.1960    0.0740
   125.0    0.0410    0.0790
   135.0   -0.0590    0.0850
   145.0   -0.0330    0.0970
   155.0    0.1630    0.1150
   165.0    0.1150    0.1540
   175.0   -0.4060    0.2880
------------------------------------------
E =  800.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1760    0.2820
    15.0   -0.0620    0.1440
    25.0    0.1000    0.1120
    35.0    0.2960    0.1000
    45.0    0.2120    0.0870
    55.0    0.1430    0.0830
    65.0    0.2670    0.0790
    75.0    0.2070    0.0740
    85.0    0.2350    0.0730
    95.0    0.2170    0.0730
   105.0    0.0410    0.0730
   115.0    0.1490    0.0750
   125.0    0.0260    0.0810
   135.0    0.1280    0.0860
   145.0    0.2530    0.0960
   155.0    0.0060    0.1130
   165.0   -0.1370    0.1500
   175.0   -0.0920    0.2650
------------------------------------------
E =  810.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1180    0.2930
    15.0   -0.0100    0.1570
    25.0    0.1350    0.1150
    35.0    0.1680    0.1040
    45.0    0.2360    0.0930
    55.0    0.3690    0.0850
    65.0    0.2460    0.0810
    75.0    0.2280    0.0770
    85.0    0.1790    0.0720
    95.0    0.1970    0.0740
   105.0    0.1710    0.0750
   115.0    0.0860    0.0770
   125.0    0.0330    0.0810
   135.0   -0.0660    0.0890
   145.0   -0.0530    0.1000
   155.0   -0.2100    0.1210
   165.0    0.1670    0.1540
   175.0    0.2340    0.2730
------------------------------------------
E =  820.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0270    0.2680
    15.0    0.0700    0.1610
    25.0    0.2490    0.1200
    35.0    0.1820    0.1030
    45.0    0.1830    0.0920
    55.0    0.1760    0.0890
    65.0    0.3530    0.0820
    75.0    0.1900    0.0790
    85.0    0.2870    0.0780
    95.0    0.0690    0.0760
   105.0    0.1390    0.0770
   115.0    0.0760    0.0790
   125.0    0.2090    0.0830
   135.0    0.0850    0.0910
   145.0   -0.0250    0.0980
   155.0    0.0020    0.1220
   165.0    0.1220    0.1620
   175.0    0.0230    0.2580
------------------------------------------
E =  830.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0210    0.2910
    15.0    0.0980    0.1670
    25.0    0.2910    0.1250
    35.0    0.2300    0.1050
    45.0    0.1040    0.0950
    55.0    0.3150    0.0890
    65.0    0.0150    0.0860
    75.0    0.2240    0.0800
    85.0    0.3170    0.0800
    95.0    0.2590    0.0790
   105.0    0.0830    0.0790
   115.0    0.1450    0.0820
   125.0    0.1500    0.0860
   135.0    0.0470    0.0920
   145.0   -0.0440    0.1060
   155.0   -0.0340    0.1230
   165.0    0.0980    0.1610
   175.0    0.4960    0.2810
------------------------------------------
E =  840.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2210    0.2570
    15.0    0.0510    0.1350
    25.0    0.2330    0.1070
    35.0    0.1400    0.0940
    45.0    0.1500    0.0840
    55.0    0.2910    0.0790
    65.0    0.3420    0.0760
    75.0    0.1870    0.0700
    85.0    0.1370    0.0710
    95.0    0.1860    0.0710
   105.0    0.1820    0.0710
   115.0    0.0210    0.0720
   125.0    0.1360    0.0740
   135.0    0.1090    0.0820
   145.0    0.0800    0.0910
   155.0   -0.0030    0.1050
   165.0    0.0340    0.1470
   175.0   -0.1550    0.2400
------------------------------------------
E =  850.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2930    0.2450
    15.0    0.0010    0.1460
    25.0    0.3430    0.1110
    35.0    0.2050    0.0950
    45.0    0.2750    0.0900
    55.0    0.3770    0.0820
    65.0    0.2800    0.0780
    75.0    0.1560    0.0760
    85.0    0.1620    0.0730
    95.0    0.1160    0.0720
   105.0    0.1320    0.0720
   115.0    0.0620    0.0740
   125.0   -0.0510    0.0770
   135.0   -0.1010    0.0840
   145.0    0.0770    0.0940
   155.0    0.0690    0.1090
   165.0   -0.0670    0.1360
   175.0   -0.0440    0.2400
------------------------------------------
E =  860.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0350    0.2470
    15.0    0.1760    0.1460
    25.0    0.3460    0.1170
    35.0    0.2810    0.1000
    45.0    0.4160    0.0880
    55.0    0.3530    0.0850
    65.0    0.1590    0.0810
    75.0    0.1990    0.0770
    85.0    0.1070    0.0750
    95.0    0.1010    0.0760
   105.0    0.0630    0.0730
   115.0   -0.0040    0.0780
   125.0    0.0860    0.0800
   135.0   -0.0270    0.0840
   145.0   -0.1650    0.0960
   155.0    0.2390    0.1140
   165.0   -0.0900    0.1510
   175.0   -0.1840    0.2750
------------------------------------------
E =  870.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.2260    0.2580
    15.0    0.2650    0.1570
    25.0    0.1080    0.1180
    35.0    0.2150    0.1030
    45.0    0.3390    0.0930
    55.0    0.2460    0.0860
    65.0    0.1940    0.0840
    75.0    0.2050    0.0790
    85.0    0.3070    0.0780
    95.0    0.1680    0.0790
   105.0    0.0970    0.0760
   115.0    0.1250    0.0780
   125.0   -0.0110    0.0820
   135.0    0.1130    0.0890
   145.0    0.0500    0.1000
   155.0    0.0600    0.1150
   165.0    0.0310    0.1470
   175.0    0.0590    0.2600
------------------------------------------
E =  880.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0450    0.2830
    15.0    0.1580    0.1570
    25.0    0.1770    0.1210
    35.0    0.1970    0.1080
    45.0    0.2490    0.0990
    55.0    0.2350    0.0930
    65.0    0.2080    0.0850
    75.0    0.1800    0.0820
    85.0    0.2050    0.0810
    95.0    0.1020    0.0790
   105.0   -0.0680    0.0820
   115.0    0.0460    0.0800
   125.0    0.0060    0.0850
   135.0    0.0730    0.0890
   145.0    0.0490    0.0990
   155.0    0.0290    0.1160
   165.0    0.0040    0.1500
   175.0    0.0450    0.2800
------------------------------------------
E =  890.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0040    0.2780
    15.0    0.2320    0.1670
    25.0    0.1940    0.1250
    35.0    0.1480    0.1080
    45.0    0.2660    0.0990
    55.0    0.2150    0.0970
    65.0    0.2400    0.0910
    75.0    0.1440    0.0870
    85.0    0.1220    0.0850
    95.0   -0.0110    0.0840
   105.0    0.0240    0.0830
   115.0   -0.1130    0.0840
   125.0   -0.1800    0.0900
   135.0   -0.0790    0.0910
   145.0   -0.1090    0.1040
   155.0    0.1290    0.1230
   165.0   -0.0280    0.1520
   175.0   -0.2180    0.3280
------------------------------------------
E =  900.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0430    0.2440
    15.0    0.2200    0.1370
    25.0    0.0990    0.1100
    35.0    0.1570    0.0950
    45.0    0.4010    0.0870
    55.0    0.2710    0.0810
    65.0    0.0210    0.0790
    75.0    0.0430    0.0740
    85.0    0.1000    0.0700
    95.0   -0.0490    0.0700
   105.0    0.0340    0.0700
   115.0   -0.1030    0.0700
   125.0   -0.0850    0.0710
   135.0   -0.0110    0.0780
   145.0   -0.0640    0.0870
   155.0   -0.0230    0.1040
   165.0   -0.2190    0.1320
   175.0    0.2110    0.2390
------------------------------------------
E =  910.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0050    0.2580
    15.0    0.2010    0.1380
    25.0   -0.0490    0.1110
    35.0    0.1630    0.0980
    45.0    0.1570    0.0920
    55.0    0.2430    0.0850
    65.0    0.1010    0.0810
    75.0   -0.0840    0.0770
    85.0   -0.0450    0.0740
    95.0   -0.0200    0.0710
   105.0   -0.1330    0.0700
   115.0   -0.0670    0.0720
   125.0   -0.0630    0.0750
   135.0   -0.0540    0.0810
   145.0   -0.2800    0.0890
   155.0   -0.0740    0.1020
   165.0   -0.0170    0.1360
   175.0   -0.1310    0.2400
------------------------------------------
E =  920.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0910    0.2720
    15.0    0.3140    0.1560
    25.0    0.1830    0.1200
    35.0    0.2790    0.1040
    45.0    0.0840    0.0930
    55.0    0.2220    0.0910
    65.0    0.0800    0.0850
    75.0   -0.1150    0.0800
    85.0    0.0460    0.0770
    95.0   -0.1390    0.0760
   105.0   -0.2320    0.0750
   115.0   -0.2720    0.0740
   125.0   -0.1550    0.0770
   135.0   -0.0740    0.0820
   145.0   -0.1250    0.0930
   155.0   -0.1040    0.1070
   165.0   -0.0140    0.1410
   175.0   -0.2450    0.2660
------------------------------------------
E =  930.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2340    0.3210
    15.0    0.2040    0.1550
    25.0    0.1280    0.1310
    35.0    0.2000    0.1090
    45.0    0.1300    0.1000
    55.0    0.0680    0.0970
    65.0   -0.0170    0.0900
    75.0   -0.1530    0.0840
    85.0   -0.1210    0.0810
    95.0   -0.2100    0.0760
   105.0   -0.1810    0.0760
   115.0   -0.1600    0.0770
   125.0   -0.2480    0.0800
   135.0   -0.0550    0.0870
   145.0   -0.1800    0.0920
   155.0    0.0130    0.1180
   165.0   -0.1960    0.1440
   175.0   -0.1910    0.2670
------------------------------------------
E =  940.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1950    0.3450
    15.0    0.2890    0.1720
    25.0   -0.0410    0.1400
    35.0    0.1350    0.1170
    45.0    0.0790    0.1040
    55.0    0.1020    0.1030
    65.0   -0.2720    0.0930
    75.0   -0.1440    0.0890
    85.0   -0.2450    0.0830
    95.0   -0.1630    0.0800
   105.0   -0.0920    0.0790
   115.0   -0.1490    0.0790
   125.0   -0.1730    0.0830
   135.0   -0.1580    0.0890
   145.0   -0.0280    0.0980
   155.0   -0.1580    0.1170
   165.0   -0.1570    0.1430
   175.0   -0.2600    0.2860
------------------------------------------
E =  950.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.4730    0.3520
    15.0    0.2990    0.1880
    25.0    0.2190    0.1500
    35.0    0.0400    0.1250
    45.0    0.2500    0.1260
    55.0   -0.1110    0.1070
    65.0   -0.1870    0.1000
    75.0   -0.2410    0.0950
    85.0   -0.3110    0.0870
    95.0   -0.2420    0.0850
   105.0   -0.4040    0.0850
   115.0   -0.3580    0.0830
   125.0   -0.3300    0.0860
   135.0   -0.2320    0.0930
   145.0   -0.3950    0.1060
   155.0   -0.1410    0.1220
   165.0   -0.3960    0.1580
   175.0    0.2510    0.3070
------------------------------------------
E =  960.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0640    0.2580
    15.0    0.0880    0.1640
    25.0    0.2860    0.1220
    35.0    0.0410    0.1080
    45.0    0.0240    0.1020
    55.0   -0.0630    0.0870
    65.0   -0.2690    0.0810
    75.0   -0.2400    0.0770
    85.0   -0.4360    0.0710
    95.0   -0.4800    0.0710
   105.0   -0.3920    0.0680
   115.0   -0.2690    0.0690
   125.0   -0.3250    0.0730
   135.0   -0.1240    0.0740
   145.0   -0.3030    0.0840
   155.0   -0.2500    0.0980
   165.0   -0.1640    0.1270
   175.0   -0.2210    0.2440
------------------------------------------
E =  970.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.4560    0.3270
    15.0    0.2390    0.1740
    25.0    0.1130    0.1330
    35.0    0.1190    0.1130
    45.0   -0.0750    0.1070
    55.0   -0.0680    0.0940
    65.0   -0.3960    0.0830
    75.0   -0.3180    0.0790
    85.0   -0.4060    0.0740
    95.0   -0.3610    0.0730
   105.0   -0.4650    0.0710
   115.0   -0.3990    0.0720
   125.0   -0.4510    0.0760
   135.0   -0.2950    0.0810
   145.0   -0.3490    0.0870
   155.0   -0.3070    0.1070
   165.0   -0.1880    0.1390
   175.0    0.0090    0.2300
------------------------------------------
E =  980.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.4090    0.3730
    15.0    0.0170    0.1900
    25.0    0.1800    0.1420
    35.0    0.1590    0.1220
    45.0   -0.1270    0.1120
    55.0   -0.2610    0.0980
    65.0   -0.4640    0.0890
    75.0   -0.4470    0.0800
    85.0   -0.4750    0.0790
    95.0   -0.4610    0.0750
   105.0   -0.6050    0.0740
   115.0   -0.4180    0.0730
   125.0   -0.4840    0.0780
   135.0   -0.4540    0.0850
   145.0   -0.2360    0.0960
   155.0   -0.2070    0.1120
   165.0   -0.2750    0.1400
   175.0   -0.2250    0.2860
------------------------------------------
E =  990.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1070    0.3880
    15.0    0.2980    0.1940
    25.0    0.2320    0.1590
    35.0   -0.0830    0.1400
    45.0   -0.2520    0.1160
    55.0   -0.2170    0.1010
    65.0   -0.4400    0.0940
    75.0   -0.5720    0.0880
    85.0   -0.6120    0.0820
    95.0   -0.5410    0.0790
   105.0   -0.5510    0.0800
   115.0   -0.4790    0.0790
   125.0   -0.5390    0.0850
   135.0   -0.5080    0.0880
   145.0   -0.5020    0.1000
   155.0   -0.3500    0.1130
   165.0   -0.0290    0.1520
   175.0    0.2380    0.2580
------------------------------------------
E = 1000.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.2880    0.4400
    15.0    0.4640    0.2040
    25.0    0.0010    0.1690
    35.0    0.1240    0.1500
    45.0   -0.1650    0.1210
    55.0   -0.3680    0.1100
    65.0   -0.4630    0.0960
    75.0   -0.5350    0.0890
    85.0   -0.5870    0.0880
    95.0   -0.6150    0.0830
   105.0   -0.6680    0.0810
   115.0   -0.4910    0.0830
   125.0   -0.5660    0.0870
   135.0   -0.5730    0.0930
   145.0   -0.5350    0.1050
   155.0   -0.2850    0.1240
   165.0   -0.1050    0.1610
   175.0   -0.0380    0.3150
------------------------------------------
E = 1010.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.2350    0.4450
    15.0    0.4650    0.2700
    25.0    0.2730    0.1770
    35.0    0.0450    0.1450
    45.0   -0.0160    0.1300
    55.0   -0.2320    0.1090
    65.0   -0.4840    0.0970
    75.0   -0.5340    0.0890
    85.0   -0.6010    0.0880
    95.0   -0.5940    0.0820
   105.0   -0.7570    0.0840
   115.0   -0.5680    0.0870
   125.0   -0.5920    0.0910
   135.0   -0.4210    0.0980
   145.0   -0.5460    0.1150
   155.0   -0.4010    0.1280
   165.0   -0.3600    0.1690
   175.0    0.3580    0.3520
------------------------------------------
E = 1020.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.2640    0.4260
    15.0    0.3340    0.2220
    25.0    0.2400    0.1660
    35.0    0.1140    0.1260
    45.0   -0.1050    0.1070
    55.0   -0.5340    0.0940
    65.0   -0.5810    0.0820
    75.0   -0.6140    0.0770
    85.0   -0.4860    0.0750
    95.0   -0.7490    0.0720
   105.0   -0.5640    0.0750
   115.0   -0.6020    0.0760
   125.0   -0.6640    0.0800
   135.0   -0.5650    0.0890
   145.0   -0.6290    0.0960
   155.0   -0.5130    0.1210
   165.0   -0.1950    0.1500
   175.0   -0.2930    0.2940
------------------------------------------
E = 1030.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1730    0.4490
    15.0    0.0030    0.2290
    25.0    0.3200    0.1680
    35.0    0.1430    0.1310
    45.0   -0.1040    0.1090
    55.0   -0.3100    0.0900
    65.0   -0.4660    0.0820
    75.0   -0.7000    0.0790
    85.0   -0.7560    0.0740
    95.0   -0.6320    0.0740
   105.0   -0.7010    0.0750
   115.0   -0.7030    0.0770
   125.0   -0.6720    0.0840
   135.0   -0.4860    0.0920
   145.0   -0.3870    0.1080
   155.0   -0.3430    0.1240
   165.0   -0.4440    0.1730
   175.0    0.1120    0.2920
------------------------------------------
E = 1040.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.8860    0.5610
    15.0    0.1150    0.2350
    25.0   -0.0710    0.1610
    35.0    0.0650    0.1290
    45.0   -0.0610    0.1050
    55.0   -0.4350    0.0910
    65.0   -0.5120    0.0820
    75.0   -0.5800    0.0780
    85.0   -0.6670    0.0740
    95.0   -0.7640    0.0760
   105.0   -0.7730    0.0760
   115.0   -0.7820    0.0820
   125.0   -0.7270    0.0870
   135.0   -0.4840    0.0930
   145.0   -0.6580    0.1110
   155.0   -0.5830    0.1390
   165.0   -0.3000    0.1690
   175.0   -0.6660    0.3550
------------------------------------------
E = 1050.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.7710    0.4590
    15.0    0.6540    0.2520
    25.0    0.3730    0.1640
    35.0    0.2510    0.1350
    45.0   -0.2270    0.1060
    55.0   -0.2320    0.0970
    65.0   -0.4400    0.0830
    75.0   -0.6220    0.0770
    85.0   -0.7420    0.0760
    95.0   -0.7540    0.0760
   105.0   -0.8240    0.0810
   115.0   -0.6640    0.0810
   125.0   -0.5790    0.0870
   135.0   -0.6120    0.1030
   145.0   -0.5620    0.1150
   155.0   -0.6890    0.1400
   165.0   -0.5550    0.1830
   175.0   -0.2360    0.4140
------------------------------------------
E = 1060.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.6300    0.3890
    15.0    0.4930    0.2350
    25.0    0.1290    0.1650
    35.0    0.2680    0.1260
    45.0    0.0230    0.1080
    55.0   -0.2250    0.0930
    65.0   -0.4170    0.0820
    75.0   -0.4640    0.0750
    85.0   -0.6400    0.0740
    95.0   -0.6750    0.0780
   105.0   -0.7640    0.0810
   115.0   -0.6550    0.0860
   125.0   -0.7680    0.0930
   135.0   -0.6710    0.1050
   145.0   -0.8440    0.1280
   155.0   -0.7410    0.1560
   165.0   -0.5440    0.2020
   175.0   -0.2450    0.4010
------------------------------------------
E = 1070.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1090    0.3930
    15.0    0.1370    0.2220
    25.0    0.2510    0.1580
    35.0    0.4010    0.1290
    45.0   -0.1020    0.1070
    55.0   -0.2810    0.0920
    65.0   -0.3320    0.0820
    75.0   -0.4270    0.0770
    85.0   -0.6620    0.0740
    95.0   -0.6640    0.0790
   105.0   -0.8200    0.0810
   115.0   -0.7220    0.0850
   125.0   -0.8730    0.0960
   135.0   -0.8060    0.1170
   145.0   -0.7040    0.1360
   155.0   -0.6470    0.1560
   165.0   -0.3800    0.2180
   175.0   -0.2860    0.3960
------------------------------------------
E = 1080.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2500    0.4770
    15.0    0.4120    0.1930
    25.0    0.5290    0.1590
    35.0    0.3560    0.1230
    45.0    0.1520    0.0980
    55.0   -0.0760    0.0880
    65.0   -0.5160    0.0760
    75.0   -0.4620    0.0730
    85.0   -0.5380    0.0710
    95.0   -0.6930    0.0750
   105.0   -0.6140    0.0790
   115.0   -0.6390    0.0820
   125.0   -0.6560    0.0920
   135.0   -0.5670    0.1040
   145.0   -0.6890    0.1320
   155.0   -0.6070    0.1560
   165.0   -0.3670    0.2220
   175.0   -0.0850    0.3680
------------------------------------------
E = 1090.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.2110    0.4370
    15.0    0.4510    0.2190
    25.0    0.4900    0.1500
    35.0    0.3120    0.1140
    45.0    0.0270    0.0970
    55.0   -0.0800    0.0880
    65.0   -0.4540    0.0780
    75.0   -0.5160    0.0720
    85.0   -0.5500    0.0720
    95.0   -0.5900    0.0730
   105.0   -0.6550    0.0780
   115.0   -0.7900    0.0840
   125.0   -0.7610    0.0930
   135.0   -0.6420    0.1110
   145.0   -0.8800    0.1340
   155.0   -0.8080    0.1670
   165.0   -0.6340    0.2320
   175.0   -0.3520    0.4100
------------------------------------------
E = 1100.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0340    0.3810
    15.0    0.3590    0.1950
    25.0    0.2560    0.1410
    35.0    0.2210    0.1130
    45.0    0.1050    0.1000
    55.0   -0.0850    0.0830
    65.0   -0.2540    0.0780
    75.0   -0.4700    0.0720
    85.0   -0.4220    0.0710
    95.0   -0.6330    0.0730
   105.0   -0.5950    0.0790
   115.0   -0.8250    0.0850
   125.0   -0.7230    0.0950
   135.0   -0.5520    0.1180
   145.0   -0.6640    0.1350
   155.0   -0.8200    0.1790
   165.0   -0.6590    0.2500
   175.0   -0.3170    0.4350
------------------------------------------
E = 1110.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.4310    0.3270
    15.0    0.4860    0.2010
    25.0    0.6490    0.1480
    35.0    0.2980    0.1130
    45.0    0.2680    0.0960
    55.0   -0.0960    0.0830
    65.0   -0.3580    0.0780
    75.0   -0.4160    0.0730
    85.0   -0.6100    0.0700
    95.0   -0.6250    0.0760
   105.0   -0.5530    0.0790
   115.0   -0.6890    0.0870
   125.0   -0.7660    0.1000
   135.0   -0.7750    0.1150
   145.0   -0.7060    0.1460
   155.0   -0.7880    0.1830
   165.0   -0.4390    0.2640
   175.0   -0.4110    0.5020
------------------------------------------
E = 1120.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2850    0.3860
    15.0    0.6480    0.1850
    25.0    0.4940    0.1410
    35.0    0.4030    0.1120
    45.0    0.0890    0.0970
    55.0   -0.0440    0.0860
    65.0   -0.1920    0.0750
    75.0   -0.3650    0.0740
    85.0   -0.3360    0.0710
    95.0   -0.6070    0.0740
   105.0   -0.6310    0.0790
   115.0   -0.6910    0.0880
   125.0   -0.6800    0.0970
   135.0   -0.7040    0.1210
   145.0   -0.7430    0.1470
   155.0   -0.7060    0.1910
   165.0   -0.3920    0.2750
   175.0   -0.1170    0.5220
------------------------------------------
E = 1130.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.4870    0.3940
    15.0    0.3490    0.1810
    25.0    0.4850    0.1410
    35.0    0.4980    0.1160
    45.0    0.1340    0.0920
    55.0   -0.0480    0.0860
    65.0   -0.2280    0.0770
    75.0   -0.3420    0.0740
    85.0   -0.4260    0.0720
    95.0   -0.5140    0.0740
   105.0   -0.5560    0.0810
   115.0   -0.7140    0.0900
   125.0   -0.5540    0.0980
   135.0   -0.5670    0.1130
   145.0   -0.8850    0.1480
   155.0   -0.8340    0.1990
   165.0   -0.4330    0.2820
   175.0    0.4800    0.5450
------------------------------------------
E = 1140.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.5430    0.3270
    15.0    0.1550    0.1790
    25.0    0.6180    0.1330
    35.0    0.2790    0.1120
    45.0    0.3550    0.0940
    55.0    0.0480    0.0810
    65.0   -0.1420    0.0770
    75.0   -0.3990    0.0720
    85.0   -0.4350    0.0720
    95.0   -0.5770    0.0760
   105.0   -0.4190    0.0790
   115.0   -0.8790    0.0870
   125.0   -0.7200    0.1010
   135.0   -0.6620    0.1170
   145.0   -0.6200    0.1440
   155.0   -0.5160    0.2000
   165.0   -0.9650    0.3040
   175.0    0.2030    0.5810
------------------------------------------
E = 1150.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0930    0.2930
