   W         M5+(eta_p)
 1593.0   -0.000069  -0.000177
 1594.0   -0.000070  -0.000181
 1595.0   -0.000072  -0.000186
 1596.0   -0.000074  -0.000191
 1597.0   -0.000075  -0.000196
 1598.0   -0.000077  -0.000201
 1599.0   -0.000079  -0.000206
 1600.0   -0.000080  -0.000211
 1601.0   -0.000082  -0.000216
 1602.0   -0.000084  -0.000221
 1603.0   -0.000085  -0.000227
 1604.0   -0.000087  -0.000232
 1605.0   -0.000089  -0.000238
 1606.0   -0.000091  -0.000243
 1607.0   -0.000092  -0.000249
 1608.0   -0.000094  -0.000255
 1609.0   -0.000096  -0.000261
 1610.0   -0.000098  -0.000267
 1611.0   -0.000100  -0.000273
 1612.0   -0.000102  -0.000279
 1613.0   -0.000104  -0.000286
 1614.0   -0.000106  -0.000292
 1615.0   -0.000107  -0.000298
 1616.0   -0.000109  -0.000305
 1617.0   -0.000111  -0.000312
 1618.0   -0.000113  -0.000319
 1619.0   -0.000115  -0.000325
 1620.0   -0.000117  -0.000332
 1621.0   -0.000119  -0.000339
 1622.0   -0.000121  -0.000347
 1623.0   -0.000123  -0.000354
 1624.0   -0.000125  -0.000361
 1625.0   -0.000128  -0.000369
 1626.0   -0.000130  -0.000376
 1627.0   -0.000133  -0.000383
 1628.0   -0.000136  -0.000390
 1629.0   -0.000138  -0.000398
 1630.0   -0.000141  -0.000405
 1631.0   -0.000143  -0.000414
 1632.0   -0.000144  -0.000422
 1633.0   -0.000146  -0.000431
 1634.0   -0.000148  -0.000440
 1635.0   -0.000150  -0.000449
 1636.0   -0.000152  -0.000458
 1637.0   -0.000154  -0.000467
 1638.0   -0.000156  -0.000475
 1639.0   -0.000159  -0.000484
 1640.0   -0.000161  -0.000493
 1641.0   -0.000163  -0.000503
 1642.0   -0.000165  -0.000512
 1643.0   -0.000168  -0.000522
 1644.0   -0.000170  -0.000531
 1645.0   -0.000172  -0.000541
 1646.0   -0.000175  -0.000551
 1647.0   -0.000177  -0.000561
 1648.0   -0.000179  -0.000571
 1649.0   -0.000182  -0.000581
 1650.0   -0.000184  -0.000591
 1651.0   -0.000186  -0.000601
 1652.0   -0.000189  -0.000612
 1653.0   -0.000191  -0.000623
 1654.0   -0.000193  -0.000633
 1655.0   -0.000196  -0.000644
 1656.0   -0.000198  -0.000655
 1657.0   -0.000201  -0.000667
 1658.0   -0.000203  -0.000678
 1659.0   -0.000205  -0.000689
 1660.0   -0.000208  -0.000700
 1661.0   -0.000210  -0.000712
 1662.0   -0.000212  -0.000724
 1663.0   -0.000215  -0.000736
 1664.0   -0.000217  -0.000748
 1665.0   -0.000220  -0.000760
 1666.0   -0.000222  -0.000773
 1667.0   -0.000224  -0.000785
 1668.0   -0.000227  -0.000798
 1669.0   -0.000229  -0.000810
 1670.0   -0.000232  -0.000823
 1671.0   -0.000234  -0.000836
 1672.0   -0.000236  -0.000849
 1673.0   -0.000239  -0.000863
 1674.0   -0.000241  -0.000876
 1675.0   -0.000244  -0.000889
 1676.0   -0.000246  -0.000903
 1677.0   -0.000248  -0.000917
 1678.0   -0.000251  -0.000931
 1679.0   -0.000253  -0.000945
 1680.0   -0.000255  -0.000959
 1681.0   -0.000258  -0.000974
 1682.0   -0.000260  -0.000988
 1683.0   -0.000262  -0.001003
 1684.0   -0.000265  -0.001018
 1685.0   -0.000267  -0.001032
 1686.0   -0.000269  -0.001048
 1687.0   -0.000272  -0.001063
 1688.0   -0.000274  -0.001078
 1689.0   -0.000276  -0.001094
 1690.0   -0.000278  -0.001109
 1691.0   -0.000280  -0.001125
 1692.0   -0.000283  -0.001141
 1693.0   -0.000285  -0.001157
 1694.0   -0.000287  -0.001174
 1695.0   -0.000289  -0.001190
 1696.0   -0.000291  -0.001207
 1697.0   -0.000293  -0.001223
 1698.0   -0.000296  -0.001240
 1699.0   -0.000298  -0.001257
 1700.0   -0.000300  -0.001274
 1701.0   -0.000302  -0.001292
 1702.0   -0.000304  -0.001309
 1703.0   -0.000306  -0.001327
 1704.0   -0.000308  -0.001345
 1705.0   -0.000310  -0.001362
 1706.0   -0.000311  -0.001381
 1707.0   -0.000312  -0.001400
 1708.0   -0.000313  -0.001419
 1709.0   -0.000314  -0.001438
 1710.0   -0.000315  -0.001457
 1711.0   -0.000318  -0.001476
 1712.0   -0.000320  -0.001494
 1713.0   -0.000323  -0.001513
 1714.0   -0.000326  -0.001531
 1715.0   -0.000328  -0.001550
 1716.0   -0.000330  -0.001570
 1717.0   -0.000332  -0.001590
 1718.0   -0.000333  -0.001610
 1719.0   -0.000335  -0.001630
 1720.0   -0.000336  -0.001650
 1721.0   -0.000338  -0.001671
 1722.0   -0.000339  -0.001691
 1723.0   -0.000340  -0.001712
 1724.0   -0.000342  -0.001733
 1725.0   -0.000343  -0.001754
 1726.0   -0.000344  -0.001775
 1727.0   -0.000345  -0.001797
 1728.0   -0.000347  -0.001819
 1729.0   -0.000348  -0.001840
 1730.0   -0.000349  -0.001862
 1731.0   -0.000350  -0.001884
 1732.0   -0.000351  -0.001907
 1733.0   -0.000352  -0.001929
 1734.0   -0.000353  -0.001952
 1735.0   -0.000354  -0.001974
 1736.0   -0.000355  -0.001997
 1737.0   -0.000355  -0.002021
 1738.0   -0.000356  -0.002044
 1739.0   -0.000357  -0.002067
 1740.0   -0.000357  -0.002091
 1741.0   -0.000358  -0.002115
 1742.0   -0.000358  -0.002139
 1743.0   -0.000359  -0.002163
 1744.0   -0.000359  -0.002187
 1745.0   -0.000360  -0.002211
 1746.0   -0.000360  -0.002236
 1747.0   -0.000360  -0.002261
 1748.0   -0.000360  -0.002286
 1749.0   -0.000360  -0.002311
 1750.0   -0.000361  -0.002336
 1751.0   -0.000360  -0.002362
 1752.0   -0.000360  -0.002388
 1753.0   -0.000360  -0.002414
 1754.0   -0.000360  -0.002439
 1755.0   -0.000360  -0.002465
 1756.0   -0.000359  -0.002492
 1757.0   -0.000359  -0.002519
 1758.0   -0.000358  -0.002545
 1759.0   -0.000358  -0.002572
 1760.0   -0.000357  -0.002599
 1761.0   -0.000356  -0.002626
 1762.0   -0.000356  -0.002654
 1763.0   -0.000355  -0.002681
 1764.0   -0.000354  -0.002709
 1765.0   -0.000353  -0.002737
 1766.0   -0.000352  -0.002765
 1767.0   -0.000350  -0.002793
 1768.0   -0.000349  -0.002822
 1769.0   -0.000348  -0.002850
 1770.0   -0.000347  -0.002879
 1771.0   -0.000345  -0.002908
 1772.0   -0.000343  -0.002937
 1773.0   -0.000342  -0.002966
 1774.0   -0.000340  -0.002996
 1775.0   -0.000338  -0.003025
 1776.0   -0.000336  -0.003055
 1777.0   -0.000334  -0.003085
 1778.0   -0.000332  -0.003115
 1779.0   -0.000330  -0.003146
 1780.0   -0.000328  -0.003176
 1781.0   -0.000325  -0.003207
 1782.0   -0.000323  -0.003238
 1783.0   -0.000320  -0.003269
 1784.0   -0.000317  -0.003300
 1785.0   -0.000315  -0.003331
 1786.0   -0.000312  -0.003363
 1787.0   -0.000309  -0.003395
 1788.0   -0.000305  -0.003426
 1789.0   -0.000302  -0.003458
 1790.0   -0.000299  -0.003490
 1791.0   -0.000296  -0.003523
 1792.0   -0.000292  -0.003556
 1793.0   -0.000288  -0.003588
 1794.0   -0.000285  -0.003621
 1795.0   -0.000281  -0.003654
 1796.0   -0.000277  -0.003687
 1797.0   -0.000273  -0.003721
 1798.0   -0.000269  -0.003754
 1799.0   -0.000264  -0.003788
 1800.0   -0.000260  -0.003822
 1801.0   -0.000255  -0.003856
 1802.0   -0.000251  -0.003890
 1803.0   -0.000246  -0.003925
 1804.0   -0.000241  -0.003959
 1805.0   -0.000236  -0.003994
 1806.0   -0.000231  -0.004029
 1807.0   -0.000225  -0.004064
 1808.0   -0.000220  -0.004099
 1809.0   -0.000215  -0.004135
 1810.0   -0.000209  -0.004170
 1811.0   -0.000203  -0.004206
 1812.0   -0.000197  -0.004242
 1813.0   -0.000191  -0.004278
 1814.0   -0.000185  -0.004314
 1815.0   -0.000179  -0.004350
 1816.0   -0.000172  -0.004387
 1817.0   -0.000166  -0.004424
 1818.0   -0.000159  -0.004461
 1819.0   -0.000152  -0.004498
 1820.0   -0.000146  -0.004535
 1821.0   -0.000138  -0.004572
 1822.0   -0.000131  -0.004610
 1823.0   -0.000123  -0.004648
 1824.0   -0.000116  -0.004686
 1825.0   -0.000108  -0.004723
 1826.0   -0.000100  -0.004762
 1827.0   -0.000092  -0.004800
 1828.0   -0.000084  -0.004839
 1829.0   -0.000076  -0.004877
 1830.0   -0.000068  -0.004916
 1831.0   -0.000059  -0.004955
 1832.0   -0.000050  -0.004994
 1833.0   -0.000041  -0.005033
 1834.0   -0.000032  -0.005073
 1835.0   -0.000023  -0.005112
 1836.0   -0.000013  -0.005152
 1837.0   -0.000004  -0.005192
 1838.0    0.000006  -0.005232
 1839.0    0.000016  -0.005272
 1840.0    0.000026  -0.005312
 1841.0    0.000036  -0.005353
 1842.0    0.000046  -0.005393
 1843.0    0.000056  -0.005434
 1844.0    0.000067  -0.005475
 1845.0    0.000077  -0.005515
 1846.0    0.000089  -0.005557
 1847.0    0.000100  -0.005598
 1848.0    0.000112  -0.005640
 1849.0    0.000123  -0.005681
 1850.0    0.000134  -0.005723
 1851.0    0.000147  -0.005765
 1852.0    0.000159  -0.005807
 1853.0    0.000171  -0.005849
 1854.0    0.000183  -0.005892
 1855.0    0.000196  -0.005934
 1856.0    0.000209  -0.005977
 1857.0    0.000222  -0.006020
 1858.0    0.000235  -0.006062
 1859.0    0.000248  -0.006105
 1860.0    0.000261  -0.006148
 1861.0    0.000276  -0.006192
 1862.0    0.000290  -0.006235
 1863.0    0.000304  -0.006279
 1864.0    0.000318  -0.006322
 1865.0    0.000332  -0.006366
 1866.0    0.000347  -0.006410
 1867.0    0.000362  -0.006454
 1868.0    0.000377  -0.006498
 1869.0    0.000392  -0.006542
 1870.0    0.000407  -0.006586
 1871.0    0.000423  -0.006631
 1872.0    0.000439  -0.006676
 1873.0    0.000455  -0.006721
 1874.0    0.000471  -0.006765
 1875.0    0.000487  -0.006810
 1876.0    0.000504  -0.006855
 1877.0    0.000521  -0.006901
 1878.0    0.000538  -0.006946
 1879.0    0.000555  -0.006991
 1880.0    0.000572  -0.007037
 1881.0    0.000590  -0.007082
 1882.0    0.000608  -0.007128
 1883.0    0.000626  -0.007174
 1884.0    0.000644  -0.007220
 1885.0    0.000662  -0.007266
 1886.0    0.000682  -0.007312
 1887.0    0.000701  -0.007359
 1888.0    0.000720  -0.007405
 1889.0    0.000739  -0.007451
 1890.0    0.000758  -0.007498
 1891.0    0.000778  -0.007545
 1892.0    0.000798  -0.007592
 1893.0    0.000819  -0.007638
 1894.0    0.000839  -0.007685
 1895.0    0.000859  -0.007732
 1896.0    0.000880  -0.007779
 1897.0    0.000902  -0.007827
 1898.0    0.000923  -0.007874
 1899.0    0.000944  -0.007921
 1900.0    0.000966  -0.007969
 1901.0    0.000988  -0.008017
 1902.0    0.001010  -0.008064
 1903.0    0.001033  -0.008112
 1904.0    0.001055  -0.008160
 1905.0    0.001078  -0.008208
 1906.0    0.001101  -0.008256
 1907.0    0.001125  -0.008304
 1908.0    0.001148  -0.008352
 1909.0    0.001172  -0.008400
 1910.0    0.001196  -0.008448
 1911.0    0.001220  -0.008497
 1912.0    0.001245  -0.008545
 1913.0    0.001270  -0.008594
 1914.0    0.001295  -0.008642
 1915.0    0.001319  -0.008691
 1916.0    0.001345  -0.008739
 1917.0    0.001371  -0.008788
 1918.0    0.001397  -0.008837
 1919.0    0.001423  -0.008886
 1920.0    0.001449  -0.008935
 1921.0    0.001476  -0.008984
 1922.0    0.001503  -0.009033
 1923.0    0.001531  -0.009082
 1924.0    0.001558  -0.009131
 1925.0    0.001585  -0.009180
 1926.0    0.001613  -0.009229
 1927.0    0.001642  -0.009279
 1928.0    0.001670  -0.009328
 1929.0    0.001698  -0.009377
 1930.0    0.001727  -0.009427
 1931.0    0.001756  -0.009476
 1932.0    0.001786  -0.009526
 1933.0    0.001816  -0.009575
 1934.0    0.001845  -0.009625
 1935.0    0.001875  -0.009674
 1936.0    0.001906  -0.009724
 1937.0    0.001937  -0.009773
 1938.0    0.001967  -0.009823
 1939.0    0.001998  -0.009873
 1940.0    0.002029  -0.009922
 1941.0    0.002061  -0.009972
 1942.0    0.002093  -0.010022
 1943.0    0.002126  -0.010072
 1944.0    0.002158  -0.010121
 1945.0    0.002190  -0.010171
 1946.0    0.002223  -0.010221
 1947.0    0.002257  -0.010271
 1948.0    0.002290  -0.010321
 1949.0    0.002324  -0.010371
 1950.0    0.002357  -0.010420
 1951.0    0.002392  -0.010470
 1952.0    0.002426  -0.010520
 1953.0    0.002461  -0.010570
 1954.0    0.002496  -0.010620
 1955.0    0.002531  -0.010670
 1956.0    0.002567  -0.010720
 1957.0    0.002603  -0.010770
 1958.0    0.002639  -0.010819
 1959.0    0.002675  -0.010869
 1960.0    0.002711  -0.010919
 1961.0    0.002748  -0.010969
 1962.0    0.002785  -0.011019
 1963.0    0.002823  -0.011068
 1964.0    0.002860  -0.011118
 1965.0    0.002897  -0.011168
 1966.0    0.002936  -0.011218
 1967.0    0.002974  -0.011267
 1968.0    0.003013  -0.011317
 1969.0    0.003052  -0.011367
 1970.0    0.003090  -0.011417
 1971.0    0.003130  -0.011466
