E =  160.000 MeV, Wght = 1.00, Syst = 0.05
   175.0    0.1940    0.0580
------------------------------------------
E =  320.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1190    0.0570
    15.0   -0.1630    0.0310
    25.0   -0.1140    0.0230
    35.0   -0.1720    0.0180
    45.0   -0.1360    0.0150
    55.0   -0.1130    0.0130
    65.0   -0.0670    0.0120
    75.0   -0.0220    0.0110
    85.0    0.0300    0.0110
    95.0    0.1100    0.0110
   105.0    0.1910    0.0110
   115.0    0.2400    0.0120
   125.0    0.3260    0.0140
   135.0    0.3770    0.0160
   145.0    0.4390    0.0190
   155.0    0.4720    0.0250
   165.0    0.3430    0.0350
   175.0    0.2570    0.0630
------------------------------------------
E =  330.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0200    0.0570
    15.0   -0.0880    0.0320
    25.0   -0.1430    0.0230
    35.0   -0.1320    0.0180
    45.0   -0.1490    0.0150
    55.0   -0.1190    0.0130
    65.0   -0.0600    0.0120
    75.0   -0.0340    0.0110
    85.0    0.0200    0.0110
    95.0    0.0730    0.0110
   105.0    0.1400    0.0110
   115.0    0.2390    0.0130
   125.0    0.3090    0.0140
   135.0    0.3860    0.0160
   145.0    0.4060    0.0200
   155.0    0.4710    0.0260
   165.0    0.3570    0.0370
   175.0    0.2810    0.0650
------------------------------------------
E =  340.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0610    0.0580
    15.0   -0.1260    0.0330
    25.0   -0.1660    0.0240
    35.0   -0.1640    0.0190
    45.0   -0.1410    0.0160
    55.0   -0.1140    0.0140
    65.0   -0.1160    0.0130
    75.0   -0.0270    0.0120
    85.0   -0.0050    0.0110
    95.0    0.0410    0.0110
   105.0    0.1670    0.0120
   115.0    0.2140    0.0130
   125.0    0.3020    0.0150
   135.0    0.3680    0.0170
   145.0    0.4380    0.0220
   155.0    0.4750    0.0280
   165.0    0.4180    0.0400
   175.0    0.1460    0.0740
------------------------------------------
E =  350.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1090    0.0630
    15.0   -0.1610    0.0350
    25.0   -0.1170    0.0250
    35.0   -0.1490    0.0200
    45.0   -0.1870    0.0170
    55.0   -0.1720    0.0150
    65.0   -0.1100    0.0130
    75.0   -0.0620    0.0120
    85.0   -0.0120    0.0120
    95.0    0.0220    0.0120
   105.0    0.1230    0.0130
   115.0    0.1910    0.0140
   125.0    0.2940    0.0160
   135.0    0.3710    0.0190
   145.0    0.4040    0.0230
   155.0    0.4740    0.0310
   165.0    0.4110    0.0440
   175.0    0.2180    0.0780
------------------------------------------
E =  360.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1280    0.0650
    15.0   -0.1170    0.0360
    25.0   -0.1790    0.0270
    35.0   -0.1180    0.0220
    45.0   -0.1500    0.0180
    55.0   -0.1360    0.0160
    65.0   -0.1340    0.0140
    75.0   -0.0790    0.0130
    85.0   -0.0460    0.0130
    95.0    0.0360    0.0130
   105.0    0.0980    0.0130
   115.0    0.1460    0.0150
   125.0    0.2320    0.0170
   135.0    0.3800    0.0200
   145.0    0.4530    0.0250
   155.0    0.4210    0.0340
   165.0    0.3450    0.0490
   175.0    0.1150    0.0910
------------------------------------------
E =  370.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0440    0.0730
    15.0   -0.1340    0.0390
    25.0   -0.0960    0.0290
    35.0   -0.1460    0.0230
    45.0   -0.1770    0.0190
    55.0   -0.1940    0.0170
    65.0   -0.1480    0.0150
    75.0   -0.0800    0.0140
    85.0   -0.0390    0.0140
    95.0   -0.0090    0.0140
   105.0    0.0670    0.0150
   115.0    0.1290    0.0160
   125.0    0.2230    0.0180
   135.0    0.2850    0.0220
   145.0    0.4280    0.0280
   155.0    0.4350    0.0370
   165.0    0.4860    0.0540
   175.0    0.2930    0.1030
------------------------------------------
E =  380.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0890    0.0730
    15.0   -0.0350    0.0420
    25.0   -0.0990    0.0310
    35.0   -0.1100    0.0250
    45.0   -0.1980    0.0210
    55.0   -0.1880    0.0180
    65.0   -0.1660    0.0160
    75.0   -0.1300    0.0150
    85.0   -0.0640    0.0150
    95.0   -0.0190    0.0150
   105.0    0.0540    0.0150
   115.0    0.0910    0.0170
   125.0    0.1540    0.0190
   135.0    0.2600    0.0230
   145.0    0.3790    0.0300
   155.0    0.4000    0.0410
   165.0    0.3580    0.0610
   175.0    0.2400    0.1190
------------------------------------------
E =  390.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0160    0.0790
    15.0   -0.0340    0.0440
    25.0   -0.0700    0.0330
    35.0   -0.1590    0.0260
    45.0   -0.1980    0.0220
    55.0   -0.2180    0.0190
    65.0   -0.2060    0.0180
    75.0   -0.1610    0.0160
    85.0   -0.1080    0.0160
    95.0   -0.0260    0.0160
   105.0   -0.0180    0.0170
   115.0    0.0800    0.0180
   125.0    0.1470    0.0210
   135.0    0.2430    0.0250
   145.0    0.4180    0.0330
   155.0    0.3630    0.0450
   165.0    0.3600    0.0670
   175.0    0.1600    0.1360
------------------------------------------
E =  400.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0340    0.0820
    15.0   -0.0650    0.0460
    25.0   -0.1080    0.0340
    35.0   -0.1650    0.0280
    45.0   -0.2000    0.0240
    55.0   -0.1890    0.0210
    65.0   -0.1940    0.0190
    75.0   -0.1660    0.0170
    85.0   -0.1150    0.0170
    95.0   -0.0470    0.0170
   105.0   -0.0020    0.0180
   115.0    0.0340    0.0200
   125.0    0.1310    0.0230
   135.0    0.2380    0.0270
   145.0    0.3440    0.0360
   155.0    0.5710    0.0510
   165.0    0.3260    0.0750
   175.0    0.1060    0.1520
------------------------------------------
E =  410.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0210    0.0900
    15.0   -0.0930    0.0500
    25.0   -0.0930    0.0370
    35.0   -0.0640    0.0300
    45.0   -0.1750    0.0260
    55.0   -0.2260    0.0220
    65.0   -0.2010    0.0200
    75.0   -0.1240    0.0190
    85.0   -0.1190    0.0180
    95.0   -0.0830    0.0180
   105.0   -0.0050    0.0190
   115.0   -0.0380    0.0210
   125.0    0.0660    0.0240
   135.0    0.1930    0.0300
   145.0    0.2580    0.0390
   155.0    0.3360    0.0550
   165.0    0.4840    0.0850
   175.0    0.2760    0.1750
------------------------------------------
E =  420.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0670    0.0910
    15.0   -0.1370    0.0530
    25.0   -0.0350    0.0400
    35.0   -0.1470    0.0320
    45.0   -0.2080    0.0270
    55.0   -0.1490    0.0240
    65.0   -0.2180    0.0220
    75.0   -0.1850    0.0200
    85.0   -0.1400    0.0190
    95.0   -0.1250    0.0200
   105.0   -0.0920    0.0200
   115.0   -0.0050    0.0230
   125.0    0.0370    0.0260
   135.0    0.1440    0.0320
   145.0    0.2310    0.0420
   155.0    0.3780    0.0600
   165.0    0.2860    0.0950
   175.0    0.2500    0.1890
------------------------------------------
E =  430.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1190    0.0970
    15.0   -0.0200    0.0550
    25.0   -0.0870    0.0420
    35.0   -0.1200    0.0340
    45.0   -0.1310    0.0290
    55.0   -0.1970    0.0260
    65.0   -0.2140    0.0230
    75.0   -0.2000    0.0210
    85.0   -0.1640    0.0210
    95.0   -0.1270    0.0210
   105.0   -0.1060    0.0220
   115.0   -0.0870    0.0240
   125.0   -0.0100    0.0280
   135.0    0.0550    0.0340
   145.0    0.1410    0.0440
   155.0    0.3020    0.0630
   165.0    0.4410    0.1050
   175.0    0.3620    0.2210
------------------------------------------
E =  440.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0470    0.1010
    15.0    0.0630    0.0590
    25.0   -0.0230    0.0450
    35.0   -0.0390    0.0370
    45.0   -0.1830    0.0310
    55.0   -0.1960    0.0270
    65.0   -0.2170    0.0250
    75.0   -0.2110    0.0230
    85.0   -0.1990    0.0220
    95.0   -0.1950    0.0220
   105.0   -0.1390    0.0240
   115.0   -0.0550    0.0260
   125.0   -0.0360    0.0300
   135.0    0.0070    0.0370
   145.0    0.1330    0.0490
   155.0    0.2900    0.0700
   165.0    0.2950    0.1160
   175.0    0.5320    0.2570
------------------------------------------
E =  450.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.1790    0.1050
    15.0   -0.0760    0.0610
    25.0   -0.0770    0.0470
    35.0   -0.1480    0.0390
    45.0   -0.1680    0.0340
    55.0   -0.2450    0.0290
    65.0   -0.2830    0.0260
    75.0   -0.2820    0.0240
    85.0   -0.2200    0.0240
    95.0   -0.2270    0.0240
   105.0   -0.1490    0.0250
   115.0   -0.1330    0.0270
   125.0   -0.1180    0.0320
   135.0    0.0040    0.0400
   145.0    0.1360    0.0530
   155.0    0.0360    0.0770
   165.0    0.1840    0.1240
   175.0   -0.0500    0.3150
------------------------------------------
E =  460.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0690    0.1110
    15.0   -0.0330    0.0660
    25.0   -0.0580    0.0500
    35.0   -0.1460    0.0410
    45.0   -0.1430    0.0350
    55.0   -0.2160    0.0310
    65.0   -0.2380    0.0280
    75.0   -0.2530    0.0260
    85.0   -0.2480    0.0250
    95.0   -0.2430    0.0260
   105.0   -0.2470    0.0270
   115.0   -0.2030    0.0300
   125.0   -0.1130    0.0350
   135.0   -0.0950    0.0420
   145.0   -0.0180    0.0560
   155.0    0.0460    0.0830
   165.0    0.0650    0.1460
   175.0    0.5020    0.3090
------------------------------------------
E =  470.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1110    0.1140
    15.0    0.1190    0.0670
    25.0   -0.0330    0.0530
    35.0   -0.0890    0.0430
    45.0   -0.1790    0.0390
    55.0   -0.2980    0.0340
    65.0   -0.2380    0.0300
    75.0   -0.3370    0.0280
    85.0   -0.2890    0.0270
    95.0   -0.2800    0.0270
   105.0   -0.2950    0.0290
   115.0   -0.1560    0.0320
   125.0   -0.0960    0.0370
   135.0   -0.1210    0.0450
   145.0   -0.0460    0.0610
   155.0    0.0210    0.0920
   165.0    0.2060    0.1550
   175.0    0.4760    0.3770
------------------------------------------
E =  480.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0220    0.1200
    15.0    0.0510    0.0710
    25.0    0.0590    0.0550
    35.0   -0.0110    0.0470
    45.0   -0.0940    0.0400
    55.0   -0.2410    0.0360
    65.0   -0.3090    0.0320
    75.0   -0.3550    0.0300
    85.0   -0.3230    0.0290
    95.0   -0.3090    0.0290
   105.0   -0.3830    0.0310
   115.0   -0.3160    0.0340
   125.0   -0.2020    0.0390
   135.0   -0.2220    0.0480
   145.0   -0.1780    0.0660
   155.0   -0.0330    0.0960
   165.0    0.0740    0.1710
   175.0    0.0000    0.5690
------------------------------------------
E =  490.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0000    0.1240
    15.0    0.1330    0.0760
    25.0    0.1170    0.0580
    35.0   -0.0600    0.0490
    45.0   -0.1800    0.0420
    55.0   -0.2300    0.0370
    65.0   -0.2690    0.0340
    75.0   -0.3380    0.0310
    85.0   -0.3910    0.0300
    95.0   -0.3410    0.0300
   105.0   -0.3560    0.0320
   115.0   -0.3830    0.0350
   125.0   -0.2070    0.0410
   135.0   -0.2590    0.0520
   145.0   -0.1570    0.0710
   155.0   -0.2020    0.1050
   165.0    0.1480    0.1910
   175.0   -0.9800    0.5480
------------------------------------------
E =  500.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.2930    0.1420
    15.0    0.0460    0.0810
    25.0    0.0810    0.0620
    35.0    0.0240    0.0530
    45.0   -0.0990    0.0450
    55.0   -0.2130    0.0390
    65.0   -0.3800    0.0360
    75.0   -0.3580    0.0330
    85.0   -0.4320    0.0320
    95.0   -0.3680    0.0320
   105.0   -0.4190    0.0330
   115.0   -0.4190    0.0380
   125.0   -0.2680    0.0420
   135.0   -0.3750    0.0540
   145.0   -0.2140    0.0750
   155.0   -0.0920    0.1140
   165.0   -0.3190    0.2320
   175.0    1.0930    0.7500
------------------------------------------
E =  510.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0710    0.1520
    15.0    0.0650    0.0820
    25.0    0.1020    0.0640
    35.0   -0.0440    0.0540
    45.0   -0.0950    0.0480
    55.0   -0.3230    0.0430
    65.0   -0.3740    0.0380
    75.0   -0.4240    0.0350
    85.0   -0.4290    0.0340
    95.0   -0.4520    0.0340
   105.0   -0.4680    0.0350
   115.0   -0.4180    0.0390
   125.0   -0.3650    0.0450
   135.0   -0.3720    0.0560
   145.0   -0.4270    0.0760
   155.0   -0.5310    0.1250
   165.0   -0.6320    0.2490
   175.0   -1.4640    0.8630
------------------------------------------
E =  520.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.3290    0.1510
    15.0    0.1920    0.0900
    25.0    0.1230    0.0680
    35.0    0.0700    0.0580
    45.0   -0.0970    0.0510
    55.0   -0.2850    0.0440
    65.0   -0.3730    0.0400
    75.0   -0.4930    0.0380
    85.0   -0.4780    0.0350
    95.0   -0.4860    0.0350
   105.0   -0.4450    0.0370
   115.0   -0.4920    0.0410
   125.0   -0.4650    0.0470
   135.0   -0.5600    0.0610
   145.0   -0.4090    0.0830
   155.0   -0.6200    0.1270
   165.0   -0.8420    0.2690
   175.0   -0.6550    0.8460
------------------------------------------
E =  530.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0630    0.1580
    15.0    0.1250    0.0960
    25.0    0.0500    0.0720
    35.0    0.1060    0.0620
    45.0   -0.1580    0.0530
    55.0   -0.2970    0.0470
    65.0   -0.4230    0.0430
    75.0   -0.4840    0.0390
    85.0   -0.5070    0.0370
    95.0   -0.4550    0.0370
   105.0   -0.5510    0.0390
   115.0   -0.5880    0.0440
   125.0   -0.5490    0.0500
   135.0   -0.5830    0.0650
   145.0   -0.6490    0.0870
   155.0   -0.6730    0.1430
   165.0   -0.3920    0.2390
   175.0    1.9620    2.7750
------------------------------------------
E =  540.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0610    0.1730
    15.0    0.1520    0.0980
    25.0    0.1660    0.0760
    35.0    0.1090    0.0650
    45.0   -0.1060    0.0560
    55.0   -0.3250    0.0490
    65.0   -0.4440    0.0450
    75.0   -0.5480    0.0410
    85.0   -0.5140    0.0390
    95.0   -0.5720    0.0380
   105.0   -0.5780    0.0400
   115.0   -0.6460    0.0450
   125.0   -0.6110    0.0530
   135.0   -0.6090    0.0660
   145.0   -0.5060    0.0900
   155.0   -0.5340    0.1340
   165.0   -1.1050    0.3030
   175.0   -0.7840    0.6670
------------------------------------------
E =  550.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1660    0.1810
    15.0    0.0410    0.1010
    25.0    0.2060    0.0810
    35.0    0.0140    0.0680
    45.0   -0.0230    0.0610
    55.0   -0.4000    0.0530
    65.0   -0.5160    0.0470
    75.0   -0.5980    0.0430
    85.0   -0.5860    0.0410
    95.0   -0.6060    0.0400
   105.0   -0.6510    0.0420
   115.0   -0.6130    0.0470
   125.0   -0.6270    0.0550
   135.0   -0.7770    0.0710
   145.0   -0.6200    0.0970
   155.0   -0.8070    0.1450
   165.0   -0.3570    0.3010
   175.0   -1.4020    0.9120
------------------------------------------
E =  560.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0190    0.1940
    15.0    0.2720    0.1130
    25.0    0.2420    0.0880
    35.0   -0.0600    0.0730
    45.0   -0.1610    0.0640
    55.0   -0.3280    0.0560
    65.0   -0.4680    0.0490
    75.0   -0.5630    0.0460
    85.0   -0.5680    0.0430
    95.0   -0.6020    0.0410
   105.0   -0.6570    0.0440
   115.0   -0.6820    0.0490
   125.0   -0.7570    0.0580
   135.0   -0.7010    0.0720
   145.0   -0.6150    0.0970
   155.0   -0.8680    0.1510
   165.0   -0.4440    0.2560
   175.0    0.6560    0.6910
------------------------------------------
E =  570.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0220    0.2090
    15.0    0.1840    0.1160
    25.0    0.2120    0.0970
    35.0    0.0000    0.0780
    45.0   -0.1590    0.0680
    55.0   -0.4290    0.0600
    65.0   -0.4920    0.0520
    75.0   -0.6570    0.0470
    85.0   -0.7560    0.0460
    95.0   -0.7450    0.0440
   105.0   -0.7380    0.0470
   115.0   -0.7060    0.0510
   125.0   -0.7880    0.0600
   135.0   -0.7630    0.0760
   145.0   -0.7170    0.0960
   155.0   -0.7590    0.1640
   165.0   -0.8780    0.2670
   175.0    0.6560    0.4890
------------------------------------------
E =  580.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0740    0.1910
    15.0    0.2780    0.1240
    25.0    0.3580    0.1020
    35.0    0.0590    0.0850
    45.0   -0.1830    0.0710
    55.0   -0.4450    0.0620
    65.0   -0.6070    0.0560
    75.0   -0.6460    0.0490
    85.0   -0.7610    0.0470
    95.0   -0.7330    0.0450
   105.0   -0.7760    0.0480
   115.0   -0.7940    0.0530
   125.0   -0.6960    0.0600
   135.0   -0.7740    0.0780
   145.0   -0.7290    0.1070
   155.0   -0.7780    0.1580
   165.0   -0.9530    0.2610
   175.0   -0.3270    0.5740
------------------------------------------
E =  590.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1640    0.2330
    15.0    0.3340    0.1270
    25.0    0.3100    0.1060
    35.0    0.0980    0.0860
    45.0   -0.1400    0.0730
    55.0   -0.3930    0.0640
    65.0   -0.6360    0.0580
    75.0   -0.7270    0.0500
    85.0   -0.8380    0.0490
    95.0   -0.8100    0.0480
   105.0   -0.8110    0.0510
   115.0   -0.7750    0.0540
   125.0   -0.8470    0.0660
   135.0   -0.7880    0.0780
   145.0   -0.7590    0.1090
   155.0   -0.8200    0.1570
   165.0   -0.7990    0.2470
   175.0   -0.7100    0.4190
------------------------------------------
E =  600.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.5910    0.2350
    15.0    0.2610    0.1370
    25.0    0.2080    0.1110
