E =  710.000 MeV, Wght = 1.00, Syst = 0.05
   165.0    0.0450    0.0230
   175.0   -0.0160    0.0400
------------------------------------------
E =  960.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0090    0.0380
    15.0    0.1060    0.0230
    25.0    0.1660    0.0180
    35.0    0.2860    0.0150
    45.0    0.3730    0.0140
    55.0    0.4230    0.0120
    65.0    0.4260    0.0110
    75.0    0.4180    0.0110
    85.0    0.4220    0.0100
    95.0    0.3690    0.0100
   105.0    0.3460    0.0100
   115.0    0.3060    0.0100
   125.0    0.2700    0.0100
   135.0    0.2150    0.0110
   145.0    0.1610    0.0120
   155.0    0.0740    0.0140
   165.0    0.0230    0.0180
   175.0   -0.0180    0.0330
------------------------------------------
E =  970.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0680    0.0430
    15.0    0.1180    0.0240
    25.0    0.1780    0.0190
    35.0    0.3170    0.0160
    45.0    0.4060    0.0150
    55.0    0.4610    0.0130
    65.0    0.4680    0.0120
    75.0    0.4470    0.0110
    85.0    0.4160    0.0110
    95.0    0.3840    0.0100
   105.0    0.3280    0.0100
   115.0    0.3060    0.0100
   125.0    0.2640    0.0110
   135.0    0.2000    0.0120
   145.0    0.1550    0.0130
   155.0    0.1020    0.0150
   165.0    0.0490    0.0190
   175.0   -0.0350    0.0340
------------------------------------------
E =  980.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0510    0.0470
    15.0    0.1150    0.0260
    25.0    0.2540    0.0210
    35.0    0.3860    0.0180
    45.0    0.4570    0.0160
    55.0    0.5070    0.0140
    65.0    0.4900    0.0120
    75.0    0.4840    0.0120
    85.0    0.4220    0.0110
    95.0    0.3740    0.0110
   105.0    0.3430    0.0110
   115.0    0.3020    0.0110
   125.0    0.2490    0.0110
   135.0    0.1900    0.0120
   145.0    0.1390    0.0140
   155.0    0.0850    0.0160
   165.0    0.0340    0.0210
   175.0   -0.0050    0.0360
------------------------------------------
E =  990.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1020    0.0520
    15.0    0.1260    0.0290
    25.0    0.2750    0.0220
    35.0    0.4050    0.0190
    45.0    0.5260    0.0170
    55.0    0.5750    0.0150
    65.0    0.5210    0.0130
    75.0    0.5040    0.0120
    85.0    0.4420    0.0110
    95.0    0.3950    0.0110
   105.0    0.3430    0.0110
   115.0    0.2930    0.0110
   125.0    0.2430    0.0120
   135.0    0.1920    0.0130
   145.0    0.1260    0.0140
   155.0    0.0740    0.0170
   165.0    0.0250    0.0220
   175.0    0.0410    0.0380
------------------------------------------
E = 1000.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1050    0.0560
    15.0    0.1580    0.0320
    25.0    0.3160    0.0240
    35.0    0.4610    0.0200
    45.0    0.6090    0.0170
    55.0    0.5870    0.0150
    65.0    0.5760    0.0140
    75.0    0.5350    0.0120
    85.0    0.4720    0.0120
    95.0    0.4120    0.0110
   105.0    0.3400    0.0110
   115.0    0.2740    0.0110
   125.0    0.2280    0.0120
   135.0    0.1950    0.0130
   145.0    0.1160    0.0150
   155.0    0.0700    0.0170
   165.0   -0.0060    0.0230
   175.0    0.0110    0.0410
------------------------------------------
E = 1010.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0030    0.0650
    15.0    0.1920    0.0340
    25.0    0.4070    0.0250
    35.0    0.5640    0.0210
    45.0    0.6130    0.0180
    55.0    0.6320    0.0160
    65.0    0.6130    0.0140
    75.0    0.5560    0.0130
    85.0    0.4690    0.0120
    95.0    0.4140    0.0120
   105.0    0.3400    0.0120
   115.0    0.2670    0.0120
   125.0    0.2170    0.0130
   135.0    0.1800    0.0140
   145.0    0.1150    0.0160
   155.0    0.0410    0.0190
   165.0    0.0230    0.0250
   175.0    0.0390    0.0430
------------------------------------------
E = 1020.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0260    0.0570
    15.0    0.2320    0.0310
    25.0    0.4070    0.0230
    35.0    0.5960    0.0190
    45.0    0.6550    0.0160
    55.0    0.6460    0.0130
    65.0    0.6180    0.0120
    75.0    0.5520    0.0110
    85.0    0.4930    0.0100
    95.0    0.4070    0.0100
   105.0    0.3380    0.0100
   115.0    0.2660    0.0100
   125.0    0.2130    0.0110
   135.0    0.1350    0.0120
   145.0    0.0900    0.0140
   155.0    0.0510    0.0170
   165.0   -0.0190    0.0210
   175.0    0.0260    0.0390
------------------------------------------
E = 1030.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0980    0.0610
    15.0    0.1970    0.0310
    25.0    0.4520    0.0230
    35.0    0.6070    0.0190
    45.0    0.6890    0.0160
    55.0    0.6830    0.0140
    65.0    0.6380    0.0120
    75.0    0.5880    0.0110
    85.0    0.5240    0.0100
    95.0    0.4220    0.0100
   105.0    0.3500    0.0100
   115.0    0.2780    0.0110
   125.0    0.2120    0.0110
   135.0    0.1260    0.0130
   145.0    0.0880    0.0140
   155.0    0.0460    0.0180
   165.0   -0.0030    0.0230
   175.0    0.0330    0.0420
------------------------------------------
E = 1040.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0060    0.0600
    15.0    0.2730    0.0330
    25.0    0.4940    0.0250
    35.0    0.6310    0.0200
    45.0    0.7340    0.0170
    55.0    0.6990    0.0140
    65.0    0.6730    0.0120
    75.0    0.5920    0.0110
    85.0    0.5190    0.0110
    95.0    0.4450    0.0100
   105.0    0.3550    0.0110
   115.0    0.2590    0.0110
   125.0    0.1900    0.0120
   135.0    0.1320    0.0130
   145.0    0.0630    0.0150
   155.0    0.0150    0.0190
   165.0   -0.0030    0.0250
   175.0    0.0160    0.0450
------------------------------------------
E = 1050.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   -0.0240    0.0620
    15.0    0.2080    0.0330
    25.0    0.5060    0.0240
    35.0    0.6440    0.0200
    45.0    0.7310    0.0170
    55.0    0.7330    0.0140
    65.0    0.6770    0.0120
    75.0    0.6190    0.0110
    85.0    0.5400    0.0110
    95.0    0.4630    0.0110
   105.0    0.3590    0.0110
   115.0    0.3080    0.0110
   125.0    0.2150    0.0120
   135.0    0.1290    0.0140
   145.0    0.0400    0.0160
   155.0    0.0240    0.0200
   165.0    0.0090    0.0270
   175.0    0.0010    0.0470
------------------------------------------
E = 1060.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0580    0.0580
    15.0    0.2160    0.0330
    25.0    0.4350    0.0240
    35.0    0.6730    0.0200
    45.0    0.7150    0.0160
    55.0    0.7270    0.0140
    65.0    0.6980    0.0120
    75.0    0.6280    0.0110
    85.0    0.5390    0.0110
    95.0    0.4610    0.0110
   105.0    0.3580    0.0110
   115.0    0.2730    0.0110
   125.0    0.1880    0.0120
   135.0    0.1250    0.0140
   145.0    0.0490    0.0170
   155.0    0.0460    0.0210
   165.0   -0.0450    0.0280
   175.0    0.0390    0.0510
------------------------------------------
E = 1070.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0280    0.0610
    15.0    0.2360    0.0320
    25.0    0.4960    0.0240
    35.0    0.6800    0.0190
    45.0    0.7240    0.0160
    55.0    0.7340    0.0140
    65.0    0.6900    0.0130
    75.0    0.6330    0.0110
    85.0    0.5660    0.0110
    95.0    0.4640    0.0110
   105.0    0.3820    0.0110
   115.0    0.2910    0.0120
   125.0    0.2010    0.0130
   135.0    0.1060    0.0150
   145.0    0.0720    0.0180
   155.0   -0.0090    0.0220
   165.0   -0.0090    0.0290
   175.0    0.0450    0.0520
------------------------------------------
E = 1080.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0430    0.0550
    15.0    0.2450    0.0300
    25.0    0.5090    0.0220
    35.0    0.6610    0.0180
    45.0    0.7200    0.0150
    55.0    0.7230    0.0130
    65.0    0.6970    0.0120
    75.0    0.6510    0.0110
    85.0    0.5670    0.0100
    95.0    0.4820    0.0100
   105.0    0.3860    0.0110
   115.0    0.2990    0.0110
   125.0    0.2270    0.0120
   135.0    0.1200    0.0140
   145.0    0.0540    0.0170
   155.0    0.0050    0.0220
   165.0   -0.0230    0.0290
   175.0    0.0080    0.0550
------------------------------------------
E = 1090.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0260    0.0510
    15.0    0.2540    0.0290
    25.0    0.4510    0.0210
    35.0    0.6430    0.0180
    45.0    0.7220    0.0150
    55.0    0.7240    0.0130
    65.0    0.6920    0.0120
    75.0    0.6300    0.0110
    85.0    0.5600    0.0110
    95.0    0.4880    0.0110
   105.0    0.3710    0.0110
   115.0    0.2920    0.0110
   125.0    0.1880    0.0130
   135.0    0.1030    0.0140
   145.0    0.0250    0.0170
   155.0   -0.0040    0.0220
   165.0   -0.0260    0.0310
   175.0    0.0190    0.0580
------------------------------------------
E = 1100.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0300    0.0490
    15.0    0.2060    0.0280
    25.0    0.4380    0.0210
    35.0    0.6610    0.0170
    45.0    0.7290    0.0150
    55.0    0.7180    0.0130
    65.0    0.7180    0.0120
    75.0    0.6450    0.0110
    85.0    0.5870    0.0110
    95.0    0.5070    0.0110
   105.0    0.4020    0.0110
   115.0    0.3150    0.0120
   125.0    0.2120    0.0130
   135.0    0.1270    0.0150
   145.0    0.0370    0.0180
   155.0   -0.0110    0.0230
   165.0   -0.0420    0.0330
   175.0   -0.0040    0.0580
------------------------------------------
E = 1110.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0680    0.0510
    15.0    0.2170    0.0270
    25.0    0.4370    0.0200
    35.0    0.6100    0.0170
    45.0    0.7210    0.0150
    55.0    0.7090    0.0130
    65.0    0.6990    0.0120
    75.0    0.6500    0.0110
    85.0    0.5860    0.0110
    95.0    0.5090    0.0110
   105.0    0.4190    0.0110
   115.0    0.3180    0.0120
   125.0    0.1970    0.0130
   135.0    0.1030    0.0150
   145.0    0.0460    0.0190
   155.0   -0.0560    0.0240
   165.0   -0.0260    0.0350
   175.0   -0.0740    0.0650
------------------------------------------
E = 1120.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0010    0.0480
    15.0    0.2080    0.0260
    25.0    0.4210    0.0200
    35.0    0.5860    0.0160
    45.0    0.7030    0.0140
    55.0    0.7160    0.0130
    65.0    0.7010    0.0120
    75.0    0.6640    0.0110
    85.0    0.5880    0.0110
    95.0    0.5200    0.0110
   105.0    0.4270    0.0110
   115.0    0.3100    0.0120
   125.0    0.2320    0.0130
   135.0    0.1450    0.0150
   145.0    0.0430    0.0190
   155.0   -0.0020    0.0250
   165.0   -0.0650    0.0360
   175.0   -0.0580    0.0690
------------------------------------------
E = 1130.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.1290    0.0460
    15.0    0.1770    0.0250
    25.0    0.4390    0.0200
    35.0    0.6030    0.0160
    45.0    0.6880    0.0140
    55.0    0.7230    0.0130
    65.0    0.7040    0.0120
    75.0    0.6690    0.0110
    85.0    0.6050    0.0110
    95.0    0.5170    0.0110
   105.0    0.4140    0.0110
   115.0    0.3170    0.0120
   125.0    0.2240    0.0130
   135.0    0.1250    0.0160
   145.0    0.0800    0.0200
   155.0   -0.0200    0.0260
   165.0    0.0210    0.0370
   175.0    0.1880    0.0760
------------------------------------------
E = 1140.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0270    0.0440
    15.0    0.1720    0.0250
    25.0    0.3970    0.0180
    35.0    0.5730    0.0160
    45.0    0.6960    0.0140
    55.0    0.7290    0.0120
    65.0    0.6980    0.0110
    75.0    0.6510    0.0110
    85.0    0.5960    0.0110
    95.0    0.5520    0.0110
   105.0    0.4270    0.0110
   115.0    0.3240    0.0120
   125.0    0.2430    0.0130
   135.0    0.1300    0.0160
   145.0    0.0440    0.0200
   155.0   -0.0360    0.0270
   165.0   -0.0340    0.0390
   175.0    0.0460    0.0700
------------------------------------------
E = 1150.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0270    0.0410
    15.0    0.2110    0.0240
    25.0    0.4180    0.0180
    35.0    0.5780    0.0150
    45.0    0.6810    0.0140
    55.0    0.6960    0.0120
    65.0    0.6990    0.0110
    75.0    0.6640    0.0110
    85.0    0.6110    0.0110
    95.0    0.5290    0.0110
   105.0    0.4550    0.0110
   115.0    0.3430    0.0120
   125.0    0.2310    0.0140
   135.0    0.1440    0.0160
   145.0    0.0640    0.0200
   155.0    0.0020    0.0270
   165.0    0.0090    0.0410
   175.0   -0.0090    0.0770
------------------------------------------
E = 1160.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    0.0560    0.0410
    15.0    0.1610    0.0230
    25.0    0.4110    0.0180
