   W         M4+(eta_p)
 1595.0    0.000   0.000
 1596.0    0.000   0.000
 1597.0    0.000   0.000
 1598.0    0.000   0.000
 1599.0    0.000   0.000
 1600.0    0.000   0.000
 1601.0    0.000   0.000
 1602.0    0.000   0.000
 1603.0    0.000   0.000
 1604.0    0.000   0.000
 1605.0    0.000   0.000
 1606.0    0.000   0.000
 1607.0    0.000   0.000
 1608.0    0.000   0.000
 1609.0    0.000   0.000
 1610.0    0.000   0.000
 1611.0    0.000   0.000
 1612.0    0.000   0.000
 1613.0    0.000   0.000
 1614.0    0.000   0.000
 1615.0    0.000   0.000
 1616.0    0.000   0.000
 1617.0    0.000   0.000
 1618.0    0.000   0.000
 1619.0    0.000   0.000
 1620.0    0.000   0.000
 1621.0    0.000   0.000
 1622.0    0.000   0.000
 1623.0    0.000   0.000
 1624.0    0.000   0.000
 1625.0    0.000   0.000
 1626.0    0.000   0.000
 1627.0    0.000   0.000
 1628.0    0.000   0.000
 1629.0    0.000   0.000
 1630.0    0.000   0.000
 1631.0    0.000   0.000
 1632.0    0.000   0.000
 1633.0    0.000   0.000
 1634.0    0.000   0.000
 1635.0    0.000   0.000
 1636.0    0.000   0.000
 1637.0    0.000   0.000
 1638.0    0.000   0.000
 1639.0    0.000   0.000
 1640.0    0.000   0.000
 1641.0    0.000   0.000
 1642.0    0.000   0.000
 1643.0    0.000   0.000
 1644.0    0.000   0.000
 1645.0    0.000   0.000
 1646.0    0.000   0.000
 1647.0    0.000   0.000
 1648.0    0.000   0.000
 1649.0    0.000   0.000
 1650.0    0.000   0.000
 1651.0    0.000   0.000
 1652.0    0.000   0.000
 1653.0    0.000   0.000
 1654.0    0.000   0.000
 1655.0    0.000   0.000
 1656.0    0.000   0.000
 1657.0    0.000   0.000
 1658.0    0.000   0.000
 1659.0    0.000   0.000
 1660.0    0.000   0.000
 1661.0    0.000   0.000
 1662.0    0.000   0.000
 1663.0    0.000   0.000
 1664.0    0.000   0.000
 1665.0    0.000   0.000
 1666.0    0.000   0.000
 1667.0    0.000   0.000
 1668.0    0.000   0.000
 1669.0    0.000   0.000
 1670.0    0.000   0.000
 1671.0    0.000   0.000
 1672.0    0.000   0.000
 1673.0    0.000   0.000
 1674.0    0.000   0.000
 1675.0    0.000   0.000
 1676.0    0.000   0.000
 1677.0    0.000   0.000
 1678.0    0.000   0.000
 1679.0    0.000   0.000
 1680.0    0.000   0.000
 1681.0    0.000   0.000
 1682.0    0.000   0.000
 1683.0    0.000   0.000
 1684.0    0.000   0.000
 1685.0    0.000   0.000
 1686.0    0.000   0.000
 1687.0    0.000   0.000
 1688.0    0.000   0.000
 1689.0    0.000   0.000
 1690.0    0.000   0.000
 1691.0    0.000   0.000
 1692.0    0.000   0.000
 1693.0    0.000   0.000
 1694.0    0.000   0.000
 1695.0    0.000   0.000
 1696.0    0.000   0.000
 1697.0    0.000   0.000
 1698.0    0.000   0.000
 1699.0    0.000   0.000
 1700.0    0.000   0.000
 1701.0    0.000   0.000
 1702.0    0.000   0.000
 1703.0    0.000   0.000
 1704.0    0.000   0.000
 1705.0    0.000   0.000
 1706.0    0.000   0.000
 1707.0    0.000   0.000
 1708.0    0.000   0.000
 1709.0    0.000   0.000
 1710.0    0.000   0.000
 1711.0    0.000   0.000
 1712.0    0.000   0.000
 1713.0    0.000   0.000
 1714.0    0.000   0.000
 1715.0    0.000   0.000
 1716.0    0.000   0.000
 1717.0    0.000   0.000
 1718.0    0.000   0.000
 1719.0    0.000   0.000
 1720.0    0.000   0.000
 1721.0    0.000   0.000
 1722.0    0.000   0.000
 1723.0    0.000   0.000
 1724.0    0.000   0.000
 1725.0    0.000   0.000
 1726.0    0.000   0.000
 1727.0    0.000   0.000
 1728.0    0.000   0.000
 1729.0    0.000   0.000
 1730.0    0.000   0.000
 1731.0    0.000   0.000
 1732.0    0.000   0.000
 1733.0    0.000   0.000
 1734.0    0.000   0.000
 1735.0    0.000   0.000
 1736.0    0.000   0.000
 1737.0    0.000   0.000
 1738.0    0.000   0.000
 1739.0    0.000   0.000
 1740.0    0.000   0.000
 1741.0    0.000   0.000
 1742.0    0.000   0.000
 1743.0    0.000   0.000
 1744.0    0.000   0.000
 1745.0    0.000   0.000
 1746.0    0.000   0.000
 1747.0    0.000   0.000
 1748.0    0.000   0.000
 1749.0    0.000   0.000
 1750.0    0.000   0.000
 1751.0    0.000   0.000
 1752.0    0.000   0.000
 1753.0    0.000   0.000
 1754.0    0.000   0.000
 1755.0    0.000   0.000
 1756.0    0.000   0.000
 1757.0    0.000   0.000
 1758.0    0.000   0.000
 1759.0    0.000   0.000
 1760.0    0.000   0.000
 1761.0    0.000   0.000
 1762.0    0.000   0.000
 1763.0    0.000   0.000
 1764.0    0.000   0.000
 1765.0    0.000   0.000
 1766.0    0.000   0.000
 1767.0    0.000   0.000
 1768.0    0.000   0.000
 1769.0    0.000   0.000
 1770.0    0.000   0.000
 1771.0    0.000   0.000
 1772.0    0.000   0.000
 1773.0    0.000   0.000
 1774.0    0.000   0.000
 1775.0    0.000   0.000
 1776.0    0.000   0.000
 1777.0    0.000   0.000
 1778.0    0.000   0.000
 1779.0    0.000   0.000
 1780.0    0.000   0.000
 1781.0    0.000   0.000
 1782.0    0.000   0.000
 1783.0    0.000   0.000
 1784.0    0.000   0.000
 1785.0    0.000   0.000
 1786.0    0.000   0.000
 1787.0    0.000   0.000
 1788.0    0.000   0.000
 1789.0    0.000   0.000
 1790.0    0.000   0.000
 1791.0    0.000   0.000
 1792.0    0.000   0.000
 1793.0    0.000   0.000
 1794.0    0.000   0.000
 1795.0    0.000   0.000
 1796.0    0.000   0.000
 1797.0    0.000   0.000
 1798.0    0.000   0.000
 1799.0    0.000   0.000
 1800.0    0.000   0.000
 1801.0    0.000   0.000
 1802.0    0.000   0.000
 1803.0    0.000   0.000
 1804.0    0.000   0.000
 1805.0    0.000   0.000
 1806.0    0.000   0.000
 1807.0    0.000   0.000
 1808.0    0.000   0.000
 1809.0    0.000   0.000
 1810.0    0.000   0.000
 1811.0    0.000   0.000
 1812.0    0.000   0.000
 1813.0    0.000   0.000
 1814.0    0.000   0.000
 1815.0    0.000   0.000
 1816.0    0.000   0.000
 1817.0    0.000   0.000
 1818.0    0.000   0.000
 1819.0    0.000   0.000
 1820.0    0.000   0.000
 1821.0    0.000   0.000
 1822.0    0.000   0.000
 1823.0    0.000   0.000
 1824.0    0.000   0.000
 1825.0    0.000   0.000
 1826.0    0.000   0.000
 1827.0    0.000   0.000
 1828.0    0.000   0.000
 1829.0    0.000   0.000
 1830.0    0.000   0.000
 1831.0    0.000   0.000
 1832.0    0.000   0.000
 1833.0    0.000   0.000
 1834.0    0.000   0.000
 1835.0    0.000   0.000
 1836.0    0.000   0.000
 1837.0    0.000   0.000
 1838.0    0.000   0.000
 1839.0    0.000   0.000
 1840.0    0.000   0.000
 1841.0    0.000   0.000
 1842.0    0.000   0.000
 1843.0    0.000   0.000
 1844.0    0.000   0.000
 1845.0    0.000   0.000
 1846.0    0.000   0.000
 1847.0    0.000   0.000
 1848.0    0.000   0.000
 1849.0    0.000   0.000
 1850.0    0.000   0.000
 1851.0    0.000   0.000
 1852.0    0.000   0.000
 1853.0    0.000   0.000
 1854.0    0.000   0.000
 1855.0    0.000   0.000
 1856.0    0.000   0.000
 1857.0    0.000   0.000
 1858.0    0.000   0.000
 1859.0    0.000   0.000
 1860.0    0.000   0.000
 1861.0    0.000   0.000
 1862.0    0.000   0.000
 1863.0    0.000   0.000
 1864.0    0.000   0.000
 1865.0    0.000   0.000
 1866.0    0.000   0.000
 1867.0    0.000   0.000
 1868.0    0.000   0.000
 1869.0    0.000   0.000
 1870.0    0.000   0.000
 1871.0    0.000   0.000
 1872.0    0.000   0.000
 1873.0    0.000   0.000
 1874.0    0.000   0.000
 1875.0    0.000   0.000
 1876.0    0.000   0.000
 1877.0    0.000   0.000
 1878.0    0.000   0.000
 1879.0    0.000   0.000
 1880.0    0.000   0.000
 1881.0    0.000   0.000
 1882.0    0.000   0.000
 1883.0    0.000   0.000
 1884.0    0.000   0.000
 1885.0    0.000   0.000
 1886.0    0.000   0.000
 1887.0    0.000   0.000
 1888.0    0.000   0.000
 1889.0    0.000   0.000
 1890.0    0.000   0.000
 1891.0    0.000   0.000
 1892.0    0.000   0.000
 1893.0    0.000   0.000
 1894.0    0.000   0.000
 1895.0    0.000   0.000
 1896.0    0.000   0.000
 1897.0    0.000   0.000
 1898.0    0.000   0.000
 1899.0    0.000   0.000
 1900.0    0.000   0.000
 1901.0    0.000   0.000
 1902.0    0.000   0.000
 1903.0    0.000   0.000
 1904.0    0.000   0.000
 1905.0    0.000   0.000
 1906.0    0.000   0.000
 1907.0    0.000   0.000
 1908.0    0.000   0.000
 1909.0    0.000   0.000
 1910.0    0.000   0.000
 1911.0    0.000   0.000
 1912.0    0.000   0.000
 1913.0    0.000   0.000
 1914.0    0.000   0.000
 1915.0    0.000   0.000
 1916.0    0.000   0.000
 1917.0    0.000   0.000
 1918.0    0.000   0.000
 1919.0    0.000   0.000
 1920.0    0.000   0.000
 1921.0    0.000   0.000
 1922.0    0.000   0.000
 1923.0    0.000   0.000
 1924.0    0.000   0.000
 1925.0    0.000   0.000
 1926.0    0.000   0.000
 1927.0    0.000   0.000
 1928.0    0.000   0.000
 1929.0    0.000   0.000
 1930.0    0.000   0.000
 1931.0    0.000   0.000
 1932.0    0.000   0.000
 1933.0    0.000   0.000
 1934.0    0.000   0.000
 1935.0    0.000   0.000
 1936.0    0.000   0.000
 1937.0    0.000   0.000
 1938.0    0.000   0.000
 1939.0    0.000   0.000
 1940.0    0.000   0.000
 1941.0    0.000   0.000
 1942.0    0.000   0.000
 1943.0    0.000   0.000
 1944.0    0.000   0.000
 1945.0    0.000   0.000
 1946.0    0.000   0.000
 1947.0    0.000   0.000
 1948.0    0.000   0.000
 1949.0    0.000   0.000
 1950.0    0.000   0.000
 1951.0    0.000   0.000
 1952.0    0.000   0.000
 1953.0    0.000   0.000
 1954.0    0.000   0.000
 1955.0    0.000   0.000
 1956.0    0.000   0.000
 1957.0    0.000   0.000
 1958.0    0.000   0.000
 1959.0    0.000   0.000
 1960.0    0.000   0.000
 1961.0    0.000   0.000
 1962.0    0.000   0.000
 1963.0    0.000   0.000
 1964.0    0.000   0.000
 1965.0    0.000   0.000
 1966.0    0.000   0.000
 1967.0    0.000   0.000
 1968.0    0.000   0.000
 1969.0    0.000   0.000
 1970.0    0.000   0.000
 1971.0    0.000   0.000
