E =  160.000 MeV, Wght = 1.00, Syst = 0.05
    85.0   18.5450    0.1410
    95.0   19.4060    0.1440
   105.0   19.9900    0.1490
   115.0   19.3780    0.1510
   125.0   19.4150    0.1590
   135.0   18.3000    0.1660
   145.0   17.6610    0.1810
   155.0   16.6280    0.2050
   165.0   16.2360    0.2590
   175.0   16.4590    0.4490
------------------------------------------
E =  290.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    6.2180    0.2810
    15.0    5.8540    0.1580
    25.0    6.6760    0.1320
    35.0    8.8020    0.1300
    45.0   11.0330    0.1310
    55.0   14.2070    0.1380
    65.0   16.5020    0.1420
    75.0   18.6660    0.1460
    85.0   20.1800    0.1500
    95.0   20.9970    0.1530
   105.0   21.3600    0.1560
   115.0   21.1180    0.1610
   125.0   20.2850    0.1650
   135.0   19.5970    0.1750
   145.0   18.3390    0.1880
   155.0   17.2510    0.2120
   165.0   17.2160    0.2710
   175.0   17.4100    0.4700
------------------------------------------
E =  300.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    7.0530    0.3050
    15.0    7.2010    0.1790
    25.0    8.2390    0.1500
    35.0    9.8300    0.1400
    45.0   12.7170    0.1440
    55.0   15.6120    0.1480
    65.0   17.6840    0.1500
    75.0   20.1130    0.1550
    85.0   21.3020    0.1570
    95.0   22.1680    0.1600
   105.0   22.1100    0.1620
   115.0   21.7370    0.1660
   125.0   20.8050    0.1710
   135.0   19.8920    0.1800
   145.0   18.5020    0.1930
   155.0   17.5630    0.2190
   165.0   17.1990    0.2770
   175.0   16.3510    0.4650
------------------------------------------
E =  310.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    9.5060    0.3610
    15.0    9.1050    0.2050
    25.0    9.5450    0.1640
    35.0   11.2040    0.1530
    45.0   13.7730    0.1520
    55.0   16.4920    0.1550
    65.0   18.6740    0.1570
    75.0   20.6540    0.1600
    85.0   21.8660    0.1620
    95.0   22.7710    0.1650
   105.0   22.3580    0.1660
   115.0   21.9950    0.1700
   125.0   20.7310    0.1740
   135.0   19.4640    0.1810
   145.0   18.4090    0.1960
   155.0   17.2340    0.2200
   165.0   16.6030    0.2770
   175.0   14.9760    0.4530
------------------------------------------
E =  320.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.0230    0.3940
    15.0   11.1120    0.2300
    25.0   10.9630    0.1780
    35.0   12.2360    0.1620
    45.0   14.7110    0.1600
    55.0   16.8390    0.1590
    65.0   18.9740    0.1600
    75.0   20.4350    0.1610
    85.0   21.8390    0.1640
    95.0   22.1310    0.1650
   105.0   21.5160    0.1650
   115.0   21.2520    0.1700
   125.0   20.1120    0.1740
   135.0   18.6500    0.1800
   145.0   17.2440    0.1920
   155.0   16.4040    0.2180
   165.0   15.6680    0.2730
   175.0   15.1480    0.4620
------------------------------------------
E =  330.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   13.9490    0.4500
    15.0   12.5910    0.2480
    25.0   12.3150    0.1920
    35.0   13.2620    0.1710
    45.0   15.0870    0.1640
    55.0   16.8380    0.1610
    65.0   18.8520    0.1620
    75.0   20.3840    0.1630
    85.0   20.5890    0.1620
    95.0   20.7180    0.1620
   105.0   20.2460    0.1630
   115.0   19.8520    0.1660
   125.0   18.0320    0.1670
   135.0   17.1360    0.1750
   145.0   15.9840    0.1880
   155.0   14.5810    0.2090
   165.0   13.4760    0.2570
   175.0   12.8460    0.4320
------------------------------------------
E =  340.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   16.1000    0.4910
    15.0   14.1000    0.2660
    25.0   13.3330    0.2030
    35.0   13.8110    0.1770
    45.0   14.7620    0.1650
    55.0   16.3360    0.1610
    65.0   17.7210    0.1600
    75.0   18.9190    0.1600
    85.0   19.1150    0.1580
    95.0   19.1550    0.1580
   105.0   18.3640    0.1570
   115.0   17.7640    0.1600
   125.0   16.6920    0.1630
   135.0   14.9820    0.1660
   145.0   13.8130    0.1770
   155.0   13.0130    0.2000
   165.0   11.8850    0.2450
   175.0   11.4960    0.4150
------------------------------------------
E =  350.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   17.5190    0.5180
    15.0   15.6300    0.2840
    25.0   13.9910    0.2100
    35.0   13.8620    0.1800
    45.0   14.6790    0.1660
    55.0   15.9140    0.1610
    65.0   16.4260    0.1560
    75.0   17.3290    0.1550
    85.0   17.4020    0.1530
    95.0   17.2680    0.1520
   105.0   16.4870    0.1510
   115.0   15.7240    0.1520
   125.0   14.3560    0.1530
   135.0   12.8840    0.1560
   145.0   11.6880    0.1650
   155.0   10.8200    0.1850
   165.0   10.5510    0.2330
   175.0    9.6480    0.3840
------------------------------------------
E =  360.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.6510    0.5440
    15.0   16.2840    0.2950
    25.0   14.2210    0.2160
    35.0   13.6880    0.1820
    45.0   14.1220    0.1660
    55.0   14.8460    0.1580
    65.0   15.4850    0.1540
    75.0   15.8240    0.1500
    85.0   15.5640    0.1470
    95.0   15.3420    0.1460
   105.0   14.7930    0.1450
   115.0   13.4840    0.1430
   125.0   12.3690    0.1440
   135.0   11.0600    0.1470
   145.0   10.3070    0.1580
   155.0    9.2630    0.1740
   165.0    8.9990    0.2190
   175.0    8.1840    0.3600
------------------------------------------
E =  370.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.8490    0.5660
    15.0   16.5280    0.3000
    25.0   14.0920    0.2170
    35.0   13.8260    0.1840
    45.0   13.7640    0.1660
    55.0   14.1030    0.1560
    65.0   14.5560    0.1500
    75.0   14.2670    0.1440
    85.0   13.9430    0.1400
    95.0   13.3870    0.1380
   105.0   12.9570    0.1370
   115.0   11.5550    0.1340
   125.0   10.4460    0.1340
   135.0    9.7600    0.1390
   145.0    8.5350    0.1450
   155.0    8.2530    0.1660
   165.0    7.6900    0.2050
   175.0    6.7830    0.3310
------------------------------------------
E =  380.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   20.3540    0.5820
    15.0   17.1750    0.3100
    25.0   13.9440    0.2190
    35.0   12.8970    0.1810
    45.0   13.0650    0.1640
    55.0   13.1870    0.1530
    65.0   13.5370    0.1470
    75.0   13.2000    0.1410
    85.0   12.8380    0.1370
    95.0   11.9900    0.1320
   105.0   11.1580    0.1290
   115.0   10.2170    0.1280
   125.0    9.1760    0.1270
   135.0    8.3550    0.1310
   145.0    7.5680    0.1380
   155.0    6.6740    0.1510
   165.0    6.5910    0.1920
   175.0    6.5520    0.3300
------------------------------------------
E =  390.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   20.1020    0.5860
    15.0   16.9490    0.3120
    25.0   13.7000    0.2200
    35.0   12.6290    0.1810
    45.0   12.2730    0.1610
    55.0   12.3360    0.1500
    65.0   12.3200    0.1420
    75.0   12.4550    0.1390
    85.0   11.8250    0.1330
    95.0   11.1120    0.1290
   105.0    9.8750    0.1230
   115.0    8.9620    0.1210
   125.0    8.2640    0.1230
   135.0    7.2670    0.1240
   145.0    6.5560    0.1310
   155.0    6.1360    0.1470
   165.0    5.4330    0.1770
   175.0    5.4750    0.3060
------------------------------------------
E =  400.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.8700    0.5900
    15.0   16.4650    0.3120
    25.0   13.5780    0.2210
    35.0   12.1830    0.1800
    45.0   11.8310    0.1600
    55.0   11.7290    0.1480
    65.0   11.6060    0.1400
    75.0   11.4240    0.1340
    85.0   10.9390    0.1290
    95.0   10.2700    0.1250
   105.0    9.1100    0.1200
   115.0    7.9290    0.1160
   125.0    7.2270    0.1160
   135.0    6.3570    0.1170
   145.0    5.9510    0.1260
   155.0    5.4950    0.1410
   165.0    4.7340    0.1670
   175.0    4.5520    0.2820
------------------------------------------
E =  410.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   21.2160    0.6190
    15.0   16.3070    0.3150
    25.0   13.4570    0.2240
    35.0   11.9700    0.1810
    45.0   11.6260    0.1610
    55.0   11.3250    0.1480
    65.0   11.2620    0.1400
    75.0   10.8310    0.1330
    85.0    9.9540    0.1250
    95.0    8.8450    0.1180
   105.0    8.2340    0.1160
   115.0    7.3540    0.1130
   125.0    6.6360    0.1130
   135.0    5.6020    0.1120
   145.0    5.2270    0.1200
   155.0    4.9230    0.1350
   165.0    3.9400    0.1550
   175.0    3.9000    0.2650
------------------------------------------
E =  420.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.8780    0.6040
    15.0   16.4070    0.3190
    25.0   12.8820    0.2210
    35.0   11.6350    0.1800
    45.0   11.3420    0.1600
    55.0   11.0910    0.1470
    65.0   10.4940    0.1360
    75.0   10.2110    0.1300
    85.0    9.1870    0.1220
    95.0    8.4510    0.1170
   105.0    7.6140    0.1120
   115.0    6.7660    0.1090
   125.0    5.7880    0.1060
   135.0    5.2510    0.1090
   145.0    4.8990    0.1170
   155.0    4.2930    0.1280
   165.0    3.9720    0.1570
   175.0    3.7290    0.2620
------------------------------------------
E =  430.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.9660    0.6140
    15.0   15.4080    0.3130
    25.0   12.5750    0.2210
    35.0   11.3910    0.1810
    45.0   10.9320    0.1600
    55.0   10.5430    0.1460
    65.0   10.3110    0.1370
    75.0    9.3200    0.1260
    85.0    8.7890    0.1210
    95.0    7.9380    0.1150
   105.0    7.0880    0.1100
   115.0    6.2180    0.1060
   125.0    5.5660    0.1060
   135.0    5.0430    0.1080
   145.0    4.4240    0.1130
   155.0    4.0670    0.1260
   165.0    3.8200    0.1560
   175.0    3.6870    0.2640
------------------------------------------
E =  440.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.7190    0.6170
    15.0   15.7140    0.3190
    25.0   12.4020    0.2220
    35.0   11.3520    0.1820
    45.0   10.4730    0.1580
    55.0   10.2600    0.1450
    65.0    9.8540    0.1350
    75.0    9.2580    0.1270
    85.0    8.4420    0.1190
    95.0    7.4710    0.1120
   105.0    6.3920    0.1050
   115.0    5.6610    0.1020
   125.0    5.2190    0.1030
   135.0    4.4260    0.1030
   145.0    4.2060    0.1110
   155.0    3.8880    0.1240
   165.0    3.8620    0.1580
   175.0    3.8360    0.2720
------------------------------------------
E =  450.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.7620    0.6250
    15.0   15.0150    0.3160
    25.0   12.3860    0.2250
    35.0   11.0860    0.1830
    45.0   10.4650    0.1600
    55.0    9.9930    0.1450
    65.0    9.5400    0.1350
    75.0    8.8910    0.1260
    85.0    8.3110    0.1200
    95.0    7.1440    0.1110
   105.0    6.2260    0.1050
   115.0    5.5740    0.1030
   125.0    4.7670    0.1000
   135.0    4.2350    0.1020
   145.0    3.8180    0.1070
   155.0    3.7530    0.1240
   165.0    3.5770    0.1540
   175.0    3.3630    0.2580
------------------------------------------
E =  460.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.2780    0.6240
    15.0   14.7720    0.3170
    25.0   11.6110    0.2200
    35.0   10.4020    0.1790
    45.0   10.5720    0.1620
    55.0   10.0670    0.1470
    65.0    9.1200    0.1330
    75.0    8.4950    0.1240
    85.0    7.7940    0.1170
    95.0    6.7170    0.1090
   105.0    6.0930    0.1050
   115.0    5.1850    0.1000
   125.0    4.6590    0.1000
   135.0    4.3940    0.1050
   145.0    4.0270    0.1110
   155.0    3.5340    0.1210
   165.0    3.5690    0.1560
   175.0    3.7350    0.2750
------------------------------------------
E =  470.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   17.8750    0.6090
    15.0   14.8880    0.3220
    25.0   11.3070    0.2200
    35.0   10.7640    0.1840
    45.0    9.8560    0.1590
    55.0    9.9950    0.1480
    65.0    9.1670    0.1350
    75.0    8.5080    0.1260
    85.0    7.5830    0.1170
    95.0    6.6560    0.1100
   105.0    5.7460    0.1040
   115.0    5.0810    0.1010
   125.0    4.5960    0.1010
   135.0    4.0230    0.1010
   145.0    3.8060    0.1100
   155.0    3.5840    0.1240
   165.0    3.5680    0.1580
   175.0    3.4220    0.2660
------------------------------------------
E =  480.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.5350    0.6240
    15.0   13.9980    0.3150
    25.0   11.0000    0.2180
    35.0   10.1230    0.1800
    45.0    9.7680    0.1590
    55.0    9.7110    0.1470
    65.0    9.1810    0.1360
    75.0    8.3680    0.1260
    85.0    7.3100    0.1160
    95.0    6.6280    0.1100
   105.0    5.7680    0.1050
   115.0    4.8970    0.0990
   125.0    4.2550    0.0980
   135.0    4.0410    0.1020
   145.0    3.8540    0.1110
   155.0    3.5750    0.1240
   165.0    3.4460    0.1560
   175.0    4.1610    0.2960
------------------------------------------
E =  490.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   17.5740    0.6180
    15.0   14.2160    0.3230
    25.0   11.1730    0.2240
    35.0   10.3210    0.1850
    45.0   10.0800    0.1640
    55.0    9.7840    0.1500
    65.0    9.1590    0.1380
    75.0    8.0990    0.1260
    85.0    7.3830    0.1190
    95.0    6.4350    0.1110
   105.0    5.4750    0.1040
   115.0    4.5640    0.0980
   125.0    4.1630    0.0980
   135.0    3.9810    0.1030
   145.0    3.6160    0.1090
   155.0    3.6150    0.1270
   165.0    3.6770    0.1640
   175.0    3.1750    0.2630
------------------------------------------
E =  500.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.0230    0.6290
    15.0   13.8830    0.3200
    25.0   11.1690    0.2250
    35.0   10.3340    0.1860
    45.0    9.8030    0.1630
    55.0    9.4590    0.1490
    65.0    8.9610    0.1380
    75.0    8.0060    0.1260
    85.0    7.1330    0.1170
    95.0    6.1110    0.1080
   105.0    5.4250    0.1040
   115.0    4.6150    0.0990
   125.0    4.2650    0.1000
   135.0    3.6880    0.1000
   145.0    3.7090    0.1110
   155.0    3.8120    0.1310
   165.0    3.7550    0.1670
   175.0    3.5780    0.2800
------------------------------------------
E =  510.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   16.8310    0.6150
    15.0   13.1540    0.3160
    25.0   11.1050    0.2270
    35.0   10.4390    0.1890
    45.0   10.0040    0.1670
    55.0    9.4430    0.1500
    65.0    8.9720    0.1390
    75.0    8.0100    0.1280
    85.0    6.9140    0.1170
    95.0    6.1880    0.1100
   105.0    5.1590    0.1020
   115.0    4.6200    0.1000
   125.0    4.0890    0.0990
   135.0    3.7530    0.1020
   145.0    3.7540    0.1130
   155.0    3.6060    0.1290
   165.0    3.8270    0.1700
   175.0    3.8250    0.2930
------------------------------------------
E =  520.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   17.7290    0.6360
    15.0   13.1480    0.3180
    25.0   10.9640    0.2270
    35.0   10.4980    0.1910
    45.0    9.7550    0.1660
    55.0    9.5560    0.1520
    65.0    8.8980    0.1400
    75.0    8.1670    0.1300
    85.0    7.0280    0.1190
    95.0    6.0340    0.1100
   105.0    5.2110    0.1040
   115.0    4.5610    0.1000
   125.0    4.2220    0.1010
   135.0    3.6550    0.1010
   145.0    3.5760    0.1110
   155.0    3.4250    0.1270
   165.0    3.3080    0.1600
   175.0    3.6780    0.2900
------------------------------------------
E =  530.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.5760    0.6570
    15.0   13.2460    0.3220
    25.0   10.9080    0.2290
    35.0   10.2740    0.1900
    45.0    9.4760    0.1650
    55.0    9.5660    0.1540
    65.0    8.9610    0.1410
    75.0    8.0930    0.1300
    85.0    7.1100    0.1200
    95.0    5.9080    0.1100
   105.0    5.2020    0.1040
   115.0    4.3230    0.0980
   125.0    3.9360    0.0990
   135.0    3.7640    0.1040
   145.0    3.4510    0.1100
   155.0    3.4720    0.1290
   165.0    3.8240    0.1730
   175.0    3.4600    0.2830
------------------------------------------
E =  540.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   16.7660    0.6310
    15.0   13.6800    0.3310
    25.0   10.9310    0.2310
    35.0   10.1940    0.1920
    45.0   10.1520    0.1720
    55.0    9.5350    0.1550
    65.0    8.7550    0.1410
    75.0    7.8440    0.1300
    85.0    6.9900    0.1200
    95.0    6.0210    0.1120
   105.0    5.0350    0.1040
   115.0    4.3440    0.1000
   125.0    3.8230    0.0980
   135.0    3.8230    0.1060
   145.0    3.6320    0.1140
   155.0    3.3700    0.1280
   165.0    3.6340    0.1700
   175.0    3.2250    0.2770
------------------------------------------
E =  550.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   17.7990    0.6570
    15.0   13.5080    0.3320
    25.0   11.5530    0.2410
    35.0   10.7480    0.1990
    45.0   10.1160    0.1740
    55.0    9.5050    0.1570
    65.0    8.9790    0.1450
    75.0    7.8680    0.1310
    85.0    6.9240    0.1210
    95.0    5.7680    0.1110
   105.0    5.0440    0.1050
   115.0    4.1920    0.0990
   125.0    3.7770    0.0990
   135.0    3.4390    0.1010
   145.0    3.3320    0.1110
   155.0    3.2850    0.1280
   165.0    3.3850    0.1660
   175.0    3.8120    0.3040
------------------------------------------
E =  560.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.2640    0.6730
    15.0   13.1690    0.3320
    25.0   11.4070    0.2410
    35.0   10.1300    0.1950
    45.0   10.1500    0.1760
    55.0    9.6450    0.1590
    65.0    8.8490    0.1450
    75.0    7.8060    0.1320
    85.0    6.7840    0.1210
    95.0    6.0140    0.1140
   105.0    5.0630    0.1060
   115.0    4.0590    0.0980
   125.0    4.0210    0.1030
   135.0    3.4300    0.1020
   145.0    3.4150    0.1130
   155.0    3.4040    0.1320
   165.0    3.3300    0.1670
   175.0    3.3210    0.2870
------------------------------------------
E =  570.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.4080    0.6780
    15.0   14.1220    0.3450
    25.0   10.9820    0.2380
    35.0   10.6340    0.2010
    45.0    9.8170    0.1740
    55.0    9.8350    0.1620
    65.0    8.8770    0.1460
    75.0    8.1690    0.1360
    85.0    7.1980    0.1250
    95.0    5.7190    0.1120
   105.0    5.0500    0.1070
   115.0    4.1190    0.0990
   125.0    3.7660    0.1000
   135.0    3.4760    0.1030
   145.0    3.1610    0.1100
   155.0    3.2860    0.1300
   165.0    3.0280    0.1600
   175.0    2.8220    0.2660
------------------------------------------
E =  580.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.2370    0.6810
    15.0   13.7130    0.3430
    25.0   11.1310    0.2420
    35.0   10.7910    0.2040
    45.0   10.2450    0.1790
    55.0    9.6400    0.1620
    65.0    9.0140    0.1480
    75.0    7.8880    0.1350
    85.0    7.1540    0.1260
    95.0    5.9530    0.1150
   105.0    4.7830    0.1050
   115.0    4.1970    0.1010
   125.0    3.7320    0.1000
   135.0    3.2230    0.1010
   145.0    3.2580    0.1120
   155.0    3.2940    0.1310
   165.0    3.3150    0.1680
   175.0    2.9510    0.2740
------------------------------------------
E =  590.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.2500    0.6870
    15.0   13.4670    0.3420
    25.0   11.0940    0.2430
    35.0   10.8180    0.2060
    45.0   10.5050    0.1830
    55.0   10.0470    0.1660
    65.0    8.9940    0.1500
    75.0    8.0940    0.1370
    85.0    6.9410    0.1250
    95.0    5.8420    0.1150
   105.0    5.0450    0.1080
   115.0    4.0590    0.1000
   125.0    3.6170    0.1000
   135.0    3.3610    0.1030
   145.0    3.0600    0.1100
   155.0    2.9850    0.1260
   165.0    3.6210    0.1780
   175.0    3.1280    0.2840
------------------------------------------
E =  600.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   18.6930    0.6990
    15.0   13.0290    0.3390
    25.0   11.3060    0.2470
    35.0   10.9680    0.2090
    45.0   10.4110    0.1830
    55.0    9.9830    0.1670
    65.0    9.4910    0.1540
    75.0    8.1880    0.1390
    85.0    6.9940    0.1260
    95.0    5.9610    0.1170
   105.0    4.8050    0.1060
   115.0    4.3270    0.1040
   125.0    3.7000    0.1010
   135.0    3.3640    0.1040
   145.0    3.2260    0.1130
   155.0    2.9490    0.1260
   165.0    2.9490    0.1610
   175.0    3.1370    0.2860
------------------------------------------
E =  610.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   19.2880    0.7180
    15.0   13.8370    0.3530
    25.0   11.7950    0.2550
    35.0   10.5120    0.2070
    45.0   10.7260    0.1880
    55.0    9.9790    0.1690
    65.0    9.5700    0.1570
    75.0    8.2740    0.1410
