E =  160.000 MeV, Wght = 1.00, Syst = 0.05
   115.0    8.2710    0.0250
   125.0    8.4670    0.0260
   135.0    8.5370    0.0290
   145.0    8.6040    0.0320
   155.0    8.6430    0.0370
   165.0    8.5660    0.0470
   175.0    8.5670    0.0820
------------------------------------------
E =  200.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    6.4970    0.0730
    15.0    6.2780    0.0420
    25.0    6.1240    0.0320
    35.0    6.0620    0.0270
    45.0    6.2850    0.0250
    55.0    6.6800    0.0240
    65.0    7.1250    0.0240
    75.0    7.6430    0.0240
    85.0    8.1100    0.0240
    95.0    8.5990    0.0250
   105.0    8.9670    0.0260
   115.0    9.2770    0.0270
   125.0    9.4690    0.0290
   135.0    9.5150    0.0310
   145.0    9.5840    0.0340
   155.0    9.4710    0.0400
   165.0    9.5830    0.0510
   175.0    9.5560    0.0880
------------------------------------------
E =  210.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    6.3940    0.0740
    15.0    6.0930    0.0420
    25.0    5.9010    0.0320
    35.0    6.0230    0.0280
    45.0    6.3150    0.0260
    55.0    6.9420    0.0250
    65.0    7.6510    0.0250
    75.0    8.2990    0.0250
    85.0    8.9690    0.0260
    95.0    9.5310    0.0270
   105.0    9.9380    0.0280
   115.0   10.2700    0.0290
   125.0   10.4360    0.0310
   135.0   10.5110    0.0330
   145.0   10.5140    0.0370
   155.0   10.4970    0.0430
   165.0   10.4730    0.0550
   175.0   10.3000    0.0940
------------------------------------------
E =  220.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    5.8690    0.0730
    15.0    5.7940    0.0420
    25.0    5.6740    0.0320
    35.0    5.9040    0.0280
    45.0    6.5040    0.0270
    55.0    7.3890    0.0270
    65.0    8.2320    0.0270
    75.0    9.1890    0.0270
    85.0    9.8700    0.0280
    95.0   10.5410    0.0290
   105.0   10.9810    0.0300
   115.0   11.3390    0.0310
   125.0   11.4710    0.0330
   135.0   11.5740    0.0360
   145.0   11.4230    0.0390
   155.0   11.3550    0.0460
   165.0   11.3050    0.0580
   175.0   11.2040    0.1000
------------------------------------------
E =  230.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    5.6000    0.0720
    15.0    5.2730    0.0410
    25.0    5.3090    0.0320
    35.0    5.8230    0.0290
    45.0    6.6600    0.0280
    55.0    7.8410    0.0280
    65.0    8.9470    0.0280
    75.0   10.0690    0.0290
    85.0   11.0030    0.0300
    95.0   11.7540    0.0310
   105.0   12.2960    0.0320
   115.0   12.6410    0.0340
   125.0   12.6750    0.0360
   135.0   12.7420    0.0380
   145.0   12.5530    0.0420
   155.0   12.3660    0.0490
   165.0   12.1620    0.0620
   175.0   12.1960    0.1070
------------------------------------------
E =  240.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    5.0080    0.0700
    15.0    4.8110    0.0400
    25.0    5.0860    0.0320
    35.0    5.8250    0.0290
    45.0    7.0700    0.0290
    55.0    8.4680    0.0300
    65.0    9.9020    0.0300
    75.0   11.0950    0.0310
    85.0   12.2940    0.0320
    95.0   13.1560    0.0340
   105.0   13.6750    0.0350
   115.0   14.0150    0.0360
   125.0   14.1210    0.0380
   135.0   14.0350    0.0410
   145.0   13.7300    0.0450
   155.0   13.4740    0.0520
   165.0   13.3440    0.0660
   175.0   13.2670    0.1140
------------------------------------------
E =  250.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    4.6040    0.0680
    15.0    4.5590    0.0400
    25.0    4.8860    0.0320
    35.0    5.9300    0.0300
    45.0    7.5630    0.0310
    55.0    9.2760    0.0320
    65.0   11.0480    0.0330
    75.0   12.5880    0.0340
    85.0   13.8060    0.0350
    95.0   14.7290    0.0360
   105.0   15.4270    0.0380
   115.0   15.7080    0.0390
   125.0   15.6650    0.0410
   135.0   15.4370    0.0440
   145.0   15.0780    0.0480
   155.0   14.7100    0.0560
   165.0   14.5710    0.0710
   175.0   14.3180    0.1210
------------------------------------------
E =  260.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    4.0590    0.0650
    15.0    4.2260    0.0390
    25.0    4.9130    0.0330
    35.0    6.3490    0.0320
    45.0    8.3290    0.0330
    55.0   10.4460    0.0340
    65.0   12.4980    0.0360
    75.0   14.2740    0.0370
    85.0   15.7250    0.0380
    95.0   16.6820    0.0390
   105.0   17.3610    0.0410
   115.0   17.6070    0.0420
   125.0   17.3880    0.0440
   135.0   17.0760    0.0470
   145.0   16.5440    0.0520
   155.0   16.0990    0.0590
   165.0   15.7390    0.0750
   175.0   15.2310    0.1270
------------------------------------------
E =  270.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    4.1680    0.0680
    15.0    4.2560    0.0400
    25.0    5.1750    0.0340
    35.0    7.0130    0.0340
    45.0    9.3650    0.0360
    55.0   11.8770    0.0370
    65.0   14.2260    0.0390
    75.0   16.2420    0.0400
    85.0   17.8260    0.0410
    95.0   18.8510    0.0430
   105.0   19.4680    0.0440
   115.0   19.5860    0.0460
   125.0   19.3150    0.0480
   135.0   18.8030    0.0510
   145.0   18.0580    0.0550
   155.0   17.3230    0.0630
   165.0   16.8000    0.0790
   175.0   16.2700    0.1340
------------------------------------------
E =  280.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    4.5150    0.0720
    15.0    4.7080    0.0430
    25.0    5.8680    0.0370
    35.0    8.0100    0.0370
    45.0   10.7110    0.0390
    55.0   13.5050    0.0410
    65.0   16.1020    0.0420
    75.0   18.2840    0.0430
    85.0   19.9760    0.0450
    95.0   21.0650    0.0460
   105.0   21.5630    0.0470
   115.0   21.6460    0.0490
   125.0   21.1460    0.0510
   135.0   20.3100    0.0530
   145.0   19.1980    0.0580
   155.0   18.5720    0.0660
   165.0   17.8420    0.0830
   175.0   17.4380    0.1410
------------------------------------------
E =  290.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    5.5320    0.0810
    15.0    5.7290    0.0480
    25.0    6.9650    0.0410
    35.0    9.3590    0.0410
    45.0   12.1450    0.0420
    55.0   15.2840    0.0440
    65.0   17.9840    0.0450
    75.0   20.2540    0.0470
    85.0   21.9630    0.0480
    95.0   22.8700    0.0490
   105.0   23.2550    0.0500
   115.0   23.2380    0.0510
   125.0   22.4280    0.0530
   135.0   21.4100    0.0560
   145.0   20.0930    0.0600
   155.0   19.1700    0.0680
   165.0   18.2270    0.0850
   175.0   18.1660    0.1470
------------------------------------------
E =  300.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    7.0860    0.0930
    15.0    7.2650    0.0550
    25.0    8.4050    0.0460
    35.0   10.7720    0.0450
    45.0   13.6670    0.0460
    55.0   16.6980    0.0470
    65.0   19.3920    0.0480
    75.0   21.7030    0.0490
    85.0   23.2300    0.0500
    95.0   24.1040    0.0510
   105.0   24.2210    0.0520
   115.0   23.8970    0.0530
   125.0   22.9670    0.0550
   135.0   21.6050    0.0570
   145.0   20.2680    0.0620
   155.0   18.8580    0.0690
   165.0   17.9890    0.0860
   175.0   17.2880    0.1460
------------------------------------------
E =  310.000 MeV, Wght = 1.00, Syst = 0.05
     5.0    9.2000    0.1080
    15.0    9.1050    0.0620
    25.0    9.8770    0.0510
    35.0   12.0040    0.0480
    45.0   14.7390    0.0480
    55.0   17.6700    0.0490
    65.0   20.1610    0.0500
    75.0   22.0260    0.0500
    85.0   23.4190    0.0510
    95.0   23.9150    0.0520
   105.0   23.8980    0.0520
   115.0   23.3010    0.0530
   125.0   22.1650    0.0550
   135.0   20.7170    0.0570
   145.0   19.1260    0.0610
   155.0   17.8800    0.0680
   165.0   16.8530    0.0850
   175.0   16.4230    0.1450
------------------------------------------
E =  320.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.3220    0.1220
    15.0   10.9180    0.0690
    25.0   11.2830    0.0550
    35.0   12.8930    0.0510
    45.0   15.1330    0.0490
    55.0   17.5900    0.0500
    65.0   19.6300    0.0500
    75.0   21.2990    0.0500
    85.0   22.3250    0.0510
    95.0   22.7060    0.0510
   105.0   22.4790    0.0520
   115.0   21.5630    0.0520
   125.0   20.4300    0.0530
   135.0   18.8440    0.0550
   145.0   17.3160    0.0590
   155.0   16.0240    0.0660
   165.0   15.0320    0.0810
   175.0   14.4470    0.1380
------------------------------------------
E =  330.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   12.8650    0.1320
    15.0   12.1850    0.0740
    25.0   12.0980    0.0580
    35.0   13.2130    0.0520
    45.0   15.0360    0.0500
    55.0   17.0100    0.0490
    65.0   18.7520    0.0490
    75.0   19.9070    0.0490
    85.0   20.6550    0.0490
    95.0   20.6680    0.0490
   105.0   20.1770    0.0500
   115.0   19.3280    0.0500
   125.0   18.1530    0.0510
   135.0   16.5970    0.0530
   145.0   15.0140    0.0550
   155.0   13.7190    0.0620
   165.0   12.8510    0.0760
   175.0   12.4880    0.1300
------------------------------------------
E =  340.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   14.0810    0.1400
    15.0   12.9990    0.0780
    25.0   12.4490    0.0600
    35.0   13.1350    0.0530
    45.0   14.4090    0.0500
    55.0   15.9870    0.0490
    65.0   17.2950    0.0480
    75.0   18.1500    0.0480
    85.0   18.5180    0.0470
    95.0   18.3330    0.0470
   105.0   17.8080    0.0470
   115.0   16.8530    0.0470
   125.0   15.6170    0.0480
   135.0   14.1710    0.0490
   145.0   12.8660    0.0520
   155.0   11.7420    0.0580
   165.0   10.8390    0.0710
   175.0   10.4830    0.1210
------------------------------------------
E =  350.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   15.0790    0.1470
    15.0   13.2290    0.0800
    25.0   12.4130    0.0600
    35.0   12.7190    0.0530
    45.0   13.6640    0.0490
    55.0   14.8770    0.0480
    65.0   15.6080    0.0460
    75.0   16.3210    0.0460
    85.0   16.4190    0.0450
    95.0   16.1190    0.0450
   105.0   15.3980    0.0450
   115.0   14.4610    0.0450
   125.0   13.3920    0.0450
   135.0   12.1370    0.0460
   145.0   10.8340    0.0480
   155.0    9.8790    0.0540
   165.0    9.1730    0.0660
   175.0    8.7490    0.1120
------------------------------------------
E =  360.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   15.3370    0.1500
    15.0   13.4220    0.0810
    25.0   12.2220    0.0610
    35.0   12.1810    0.0520
    45.0   12.7750    0.0480
    55.0   13.6210    0.0460
    65.0   14.3520    0.0450
    75.0   14.7260    0.0440
    85.0   14.4800    0.0430
    95.0   14.0690    0.0420
   105.0   13.3630    0.0420
   115.0   12.4810    0.0420
   125.0   11.4290    0.0420
   135.0   10.2850    0.0430
   145.0    9.2220    0.0450
   155.0    8.3410    0.0500
   165.0    7.7000    0.0620
   175.0    7.4410    0.1040
------------------------------------------
E =  370.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   15.3930    0.1520
    15.0   13.3770    0.0820
    25.0   11.8520    0.0610
    35.0   11.5440    0.0510
    45.0   11.9900    0.0470
    55.0   12.6730    0.0450
    65.0   13.1640    0.0440
    75.0   13.1560    0.0420
    85.0   12.9920    0.0410
    95.0   12.3410    0.0400
   105.0   11.7440    0.0400
   115.0   10.7940    0.0400
   125.0    9.7940    0.0400
   135.0    8.8570    0.0410
   145.0    7.8820    0.0430
   155.0    7.1050    0.0470
   165.0    6.6680    0.0580
   175.0    6.4020    0.0980
------------------------------------------
E =  380.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   15.3790    0.1540
    15.0   12.9860    0.0820
    25.0   11.3870    0.0600
    35.0   11.0880    0.0510
    45.0   11.3540    0.0470
    55.0   11.7350    0.0440
    65.0   12.0510    0.0420
    75.0   12.0440    0.0410
    85.0   11.6180    0.0400
    95.0   11.0190    0.0390
   105.0   10.2530    0.0380
   115.0    9.5060    0.0380
   125.0    8.6080    0.0380
   135.0    7.7190    0.0380
   145.0    6.8890    0.0400
   155.0    6.2090    0.0450
   165.0    5.7220    0.0550
   175.0    5.7160    0.0940
------------------------------------------
E =  390.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   15.1760    0.1550
    15.0   12.6320    0.0820
    25.0   10.9920    0.0600
    35.0   10.4660    0.0500
    45.0   10.7510    0.0460
    55.0   10.9990    0.0430
    65.0   11.1010    0.0410
    75.0   11.0250    0.0400
    85.0   10.6230    0.0380
    95.0    9.9530    0.0370
   105.0    9.2570    0.0360
   115.0    8.4110    0.0360
   125.0    7.5910    0.0360
   135.0    6.8570    0.0370
   145.0    6.0350    0.0380
   155.0    5.5310    0.0430
   165.0    5.1250    0.0520
   175.0    4.8860    0.0880
------------------------------------------
E =  400.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   14.6830    0.1550
    15.0   12.1800    0.0820
    25.0   10.5260    0.0600
    35.0   10.0970    0.0500
    45.0   10.1550    0.0450
    55.0   10.3510    0.0420
    65.0   10.4130    0.0400
    75.0   10.1160    0.0390
    85.0    9.8080    0.0370
    95.0    9.0420    0.0360
   105.0    8.3200    0.0350
   115.0    7.5400    0.0340
   125.0    6.8280    0.0340
   135.0    6.1140    0.0350
   145.0    5.4990    0.0370
   155.0    5.0650    0.0410
   165.0    4.6140    0.0500
   175.0    4.3510    0.0840
------------------------------------------
E =  410.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   14.5380    0.1560
    15.0   11.7170    0.0810
    25.0   10.0510    0.0590
    35.0    9.6290    0.0500
    45.0    9.6880    0.0450
    55.0    9.7960    0.0420
    65.0    9.7920    0.0400
    75.0    9.6160    0.0380
    85.0    8.9390    0.0360
    95.0    8.2960    0.0350
   105.0    7.5570    0.0340
   115.0    6.8310    0.0330
   125.0    6.1840    0.0330
   135.0    5.5590    0.0340
   145.0    5.0710    0.0360
   155.0    4.6090    0.0400
   165.0    4.3180    0.0490
   175.0    4.0160    0.0820
------------------------------------------
E =  420.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   14.3450    0.1570
    15.0   11.4900    0.0810
    25.0    9.6990    0.0590
    35.0    9.2270    0.0490
    45.0    9.2450    0.0440
    55.0    9.3330    0.0410
    65.0    9.2950    0.0390
    75.0    9.0040    0.0370
    85.0    8.4000    0.0350
    95.0    7.7360    0.0340
   105.0    6.9340    0.0330
   115.0    6.2480    0.0320
   125.0    5.6660    0.0320
   135.0    5.1210    0.0330
   145.0    4.6240    0.0350
   155.0    4.1750    0.0380
   165.0    3.9340    0.0480
   175.0    3.9280    0.0820
------------------------------------------
E =  430.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   13.8950    0.1560
    15.0   11.1850    0.0810
    25.0    9.3930    0.0580
    35.0    8.8920    0.0490
    45.0    8.9500    0.0440
    55.0    8.8930    0.0410
    65.0    8.9140    0.0390
    75.0    8.5030    0.0370
    85.0    7.9200    0.0350
    95.0    7.1430    0.0330
   105.0    6.4410    0.0320
   115.0    5.7540    0.0310
   125.0    5.1300    0.0310
   135.0    4.6730    0.0320
   145.0    4.2860    0.0340
   155.0    3.9810    0.0380
   165.0    3.8430    0.0480
   175.0    3.9150    0.0830
------------------------------------------
E =  440.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   13.5840    0.1560
    15.0   10.6730    0.0800
    25.0    9.0320    0.0580
    35.0    8.5810    0.0480
    45.0    8.6780    0.0440
    55.0    8.6080    0.0410
    65.0    8.4990    0.0380
    75.0    8.1160    0.0360
    85.0    7.5110    0.0340
    95.0    6.7530    0.0330
   105.0    6.0620    0.0310
   115.0    5.4060    0.0310
   125.0    4.8520    0.0300
   135.0    4.3730    0.0310
   145.0    4.0160    0.0330
   155.0    3.7430    0.0370
   165.0    3.6220    0.0470
   175.0    3.5110    0.0790
------------------------------------------
E =  450.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   13.1210    0.1550
    15.0   10.3230    0.0800
    25.0    8.7620    0.0580
    35.0    8.4280    0.0490
    45.0    8.3210    0.0430
    55.0    8.3470    0.0400
    65.0    8.2490    0.0380
    75.0    7.7770    0.0360
    85.0    7.2160    0.0340
    95.0    6.4160    0.0320
   105.0    5.6540    0.0310
   115.0    5.0030    0.0300
   125.0    4.5980    0.0300
   135.0    4.0830    0.0300
   145.0    3.7460    0.0320
   155.0    3.5430    0.0370
   165.0    3.5100    0.0470
   175.0    3.4450    0.0800
------------------------------------------
E =  460.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   13.0470    0.1570
    15.0   10.2120    0.0800
    25.0    8.4690    0.0570
    35.0    8.1380    0.0480
    45.0    8.1130    0.0430
    55.0    8.0670    0.0400
    65.0    7.9210    0.0380
    75.0    7.5310    0.0360
    85.0    6.8250    0.0330
    95.0    6.0460    0.0320
   105.0    5.2960    0.0300
   115.0    4.7060    0.0290
   125.0    4.3190    0.0290
   135.0    3.9340    0.0300
   145.0    3.6350    0.0320
   155.0    3.4410    0.0370
   165.0    3.4290    0.0470
   175.0    3.3830    0.0800
------------------------------------------
E =  470.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   12.7510    0.1560
    15.0    9.9430    0.0800
    25.0    8.2700    0.0570
    35.0    7.9240    0.0480
    45.0    7.9190    0.0430
    55.0    7.9460    0.0400
    65.0    7.7410    0.0380
    75.0    7.2870    0.0350
    85.0    6.5550    0.0330
    95.0    5.8220    0.0310
   105.0    5.0320    0.0290
   115.0    4.4640    0.0290
   125.0    4.0480    0.0290
   135.0    3.6840    0.0290
   145.0    3.4730    0.0320
   155.0    3.3520    0.0360
   165.0    3.2120    0.0460
   175.0    3.4560    0.0810
------------------------------------------
E =  480.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   12.4490    0.1560
    15.0    9.7080    0.0800
    25.0    8.1180    0.0570
    35.0    7.8500    0.0480
    45.0    7.7450    0.0430
    55.0    7.7120    0.0400
    65.0    7.6080    0.0380
    75.0    7.1200    0.0360
    85.0    6.4140    0.0330
    95.0    5.5980    0.0310
   105.0    4.7740    0.0290
   115.0    4.2620    0.0280
   125.0    3.8360    0.0280
   135.0    3.5030    0.0290
   145.0    3.3030    0.0310
   155.0    3.1970    0.0360
   165.0    3.2510    0.0460
   175.0    3.1020    0.0780
------------------------------------------
E =  490.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   12.3040    0.1570
    15.0    9.4720    0.0800
    25.0    7.8910    0.0570
    35.0    7.5810    0.0480
    45.0    7.7230    0.0440
    55.0    7.6420    0.0400
    65.0    7.4190    0.0380
    75.0    6.9700    0.0360
    85.0    6.1900    0.0330
    95.0    5.3660    0.0310
   105.0    4.6700    0.0290
   115.0    4.0460    0.0280
   125.0    3.6130    0.0280
   135.0    3.3700    0.0290
   145.0    3.1720    0.0310
   155.0    3.1280    0.0360
   165.0    3.1500    0.0460
   175.0    3.1840    0.0800
------------------------------------------
E =  500.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.8760    0.1560
    15.0    9.3590    0.0800
    25.0    7.8140    0.0570
    35.0    7.4360    0.0480
    45.0    7.6330    0.0440
    55.0    7.4840    0.0400
    65.0    7.2560    0.0380
    75.0    6.8080    0.0350
    85.0    6.1460    0.0330
    95.0    5.2040    0.0300
   105.0    4.4360    0.0290
   115.0    3.8750    0.0280
   125.0    3.4640    0.0270
   135.0    3.1990    0.0280
   145.0    3.1370    0.0310
   155.0    3.0270    0.0360
   165.0    3.1240    0.0460
   175.0    3.1480    0.0800
------------------------------------------
E =  510.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   12.0050    0.1580
    15.0    9.0080    0.0800
    25.0    7.6850    0.0580
    35.0    7.5130    0.0490
    45.0    7.4580    0.0440
    55.0    7.4160    0.0410
    65.0    7.2740    0.0380
    75.0    6.7190    0.0360
    85.0    5.9320    0.0330
    95.0    5.0540    0.0300
   105.0    4.2930    0.0280
   115.0    3.7310    0.0270
   125.0    3.3300    0.0270
   135.0    3.0960    0.0280
   145.0    3.0220    0.0310
   155.0    2.9360    0.0360
   165.0    3.0240    0.0460
   175.0    3.0960    0.0800
------------------------------------------
E =  520.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.6300    0.1570
    15.0    9.0030    0.0800
    25.0    7.6430    0.0580
    35.0    7.3870    0.0490
    45.0    7.4460    0.0440
    55.0    7.3940    0.0410
    65.0    7.1610    0.0380
    75.0    6.6970    0.0360
    85.0    5.8510    0.0330
    95.0    4.9500    0.0300
   105.0    4.1600    0.0280
   115.0    3.5900    0.0270
   125.0    3.2220    0.0270
   135.0    3.0050    0.0280
   145.0    2.8830    0.0310
   155.0    2.8600    0.0350
   165.0    2.9500    0.0460
   175.0    2.9770    0.0800
------------------------------------------
E =  530.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.7860    0.1600
    15.0    8.7850    0.0800
    25.0    7.6090    0.0580
    35.0    7.3180    0.0490
    45.0    7.4610    0.0450
    55.0    7.4090    0.0410
    65.0    7.1560    0.0390
    75.0    6.6160    0.0360
    85.0    5.7920    0.0330
    95.0    4.8750    0.0300
   105.0    4.0020    0.0280
   115.0    3.4590    0.0270
   125.0    3.1230    0.0270
   135.0    2.8690    0.0280
   145.0    2.7860    0.0300
   155.0    2.8280    0.0360
   165.0    2.9280    0.0460
   175.0    2.9360    0.0800
------------------------------------------
E =  540.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.9700    0.1630
    15.0    8.8780    0.0810
    25.0    7.5010    0.0580
    35.0    7.3370    0.0500
    45.0    7.4510    0.0450
    55.0    7.3510    0.0420
    65.0    7.1290    0.0390
    75.0    6.5330    0.0360
    85.0    5.7030    0.0330
    95.0    4.7730    0.0300
   105.0    3.9280    0.0280
   115.0    3.3490    0.0270
   125.0    2.9960    0.0270
   135.0    2.7850    0.0280
   145.0    2.7600    0.0300
   155.0    2.8040    0.0360
   165.0    2.8910    0.0460
   175.0    3.0520    0.0820
------------------------------------------
E =  550.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.8230    0.1630
    15.0    8.5710    0.0810
    25.0    7.5490    0.0590
    35.0    7.3770    0.0500
    45.0    7.4640    0.0460
    55.0    7.4260    0.0420
    65.0    7.1460    0.0390
    75.0    6.6210    0.0370
    85.0    5.7180    0.0340
    95.0    4.7270    0.0310
   105.0    3.8760    0.0280
   115.0    3.2620    0.0270
   125.0    2.9110    0.0260
   135.0    2.7460    0.0280
   145.0    2.6530    0.0300
   155.0    2.7440    0.0360
   165.0    2.8060    0.0460
   175.0    2.9560    0.0820
------------------------------------------
E =  560.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.8010    0.1640
    15.0    8.6080    0.0810
    25.0    7.4410    0.0590
    35.0    7.3910    0.0510
    45.0    7.4540    0.0460
    55.0    7.5410    0.0430
    65.0    7.1540    0.0400
    75.0    6.5750    0.0370
    85.0    5.6860    0.0340
    95.0    4.6800    0.0310
   105.0    3.8180    0.0280
   115.0    3.2210    0.0270
   125.0    2.8980    0.0270
   135.0    2.7180    0.0280
   145.0    2.6450    0.0300
   155.0    2.6950    0.0360
   165.0    2.7800    0.0460
   175.0    3.0280    0.0830
------------------------------------------
E =  570.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.6170    0.1640
    15.0    8.6710    0.0820
    25.0    7.6440    0.0610
    35.0    7.3890    0.0510
    45.0    7.4790    0.0460
    55.0    7.5650    0.0430
    65.0    7.2660    0.0400
    75.0    6.6370    0.0370
    85.0    5.7490    0.0340
    95.0    4.7320    0.0310
   105.0    3.7840    0.0280
   115.0    3.1400    0.0260
   125.0    2.8310    0.0260
   135.0    2.6140    0.0270
   145.0    2.6170    0.0300
   155.0    2.7020    0.0360
   165.0    2.8480    0.0470
   175.0    2.9260    0.0820
------------------------------------------
E =  580.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.5650    0.1660
    15.0    8.6540    0.0830
    25.0    7.6090    0.0610
    35.0    7.7090    0.0530
    45.0    7.6130    0.0470
    55.0    7.6330    0.0440
    65.0    7.3660    0.0410
    75.0    6.8540    0.0380
    85.0    5.7480    0.0350
    95.0    4.7450    0.0310
   105.0    3.7570    0.0280
   115.0    3.1120    0.0270
   125.0    2.7790    0.0270
   135.0    2.6710    0.0280
   145.0    2.5720    0.0300
   155.0    2.6770    0.0360
   165.0    2.7500    0.0470
   175.0    2.8630    0.0830
------------------------------------------
E =  590.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.6790    0.1680
    15.0    8.7540    0.0840
    25.0    7.6300    0.0620
    35.0    7.6770    0.0530
    45.0    7.7200    0.0480
    55.0    7.8310    0.0450
    65.0    7.5660    0.0420
    75.0    6.8370    0.0390
    85.0    5.8820    0.0350
    95.0    4.7750    0.0320
   105.0    3.7920    0.0290
   115.0    3.2220    0.0270
   125.0    2.7830    0.0270
   135.0    2.6240    0.0280
   145.0    2.5600    0.0310
   155.0    2.6220    0.0360
   165.0    2.8620    0.0480
   175.0    2.9110    0.0840
------------------------------------------
E =  600.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.8410    0.1710
    15.0    8.7140    0.0850
    25.0    7.6930    0.0620
    35.0    7.7890    0.0540
    45.0    8.0020    0.0490
    55.0    8.0020    0.0460
    65.0    7.6170    0.0420
    75.0    7.0600    0.0400
    85.0    6.0740    0.0360
    95.0    4.8870    0.0320
   105.0    3.8870    0.0290
   115.0    3.1990    0.0270
   125.0    2.8370    0.0270
   135.0    2.6760    0.0280
   145.0    2.6360    0.0310
   155.0    2.6060    0.0360
   165.0    2.7250    0.0470
   175.0    2.8730    0.0840
------------------------------------------
E =  610.000 MeV, Wght = 1.00, Syst = 0.05
     5.0   11.5470    0.1700
    15.0    8.6950    0.0860
    25.0    7.8180    0.0630
    35.0    8.0590    0.0550
    45.0    8.1380    0.0500
    55.0    8.1790    0.0470
    65.0    7.8630    0.0430
    75.0    7.3030    0.0410
