   W         E4-(eta_p)
 1633.0    0.000562   0.000143
 1634.0    0.000569   0.000145
 1635.0    0.000577   0.000147
 1636.0    0.000585   0.000150
 1637.0    0.000592   0.000152
 1638.0    0.000600   0.000155
 1639.0    0.000607   0.000158
 1640.0    0.000615   0.000160
 1641.0    0.000623   0.000163
 1642.0    0.000630   0.000166
 1643.0    0.000638   0.000169
 1644.0    0.000646   0.000172
 1645.0    0.000654   0.000175
 1646.0    0.000662   0.000179
 1647.0    0.000670   0.000182
 1648.0    0.000678   0.000185
 1649.0    0.000686   0.000189
 1650.0    0.000694   0.000192
 1651.0    0.000702   0.000195
 1652.0    0.000710   0.000199
 1653.0    0.000719   0.000203
 1654.0    0.000727   0.000206
 1655.0    0.000735   0.000210
 1656.0    0.000743   0.000214
 1657.0    0.000752   0.000218
 1658.0    0.000760   0.000222
 1659.0    0.000769   0.000226
 1660.0    0.000777   0.000230
 1661.0    0.000786   0.000235
 1662.0    0.000794   0.000239
 1663.0    0.000803   0.000243
 1664.0    0.000812   0.000248
 1665.0    0.000820   0.000252
 1666.0    0.000829   0.000257
 1667.0    0.000838   0.000262
 1668.0    0.000847   0.000267
 1669.0    0.000855   0.000272
 1670.0    0.000864   0.000277
 1671.0    0.000873   0.000282
 1672.0    0.000882   0.000287
 1673.0    0.000891   0.000293
 1674.0    0.000900   0.000298
 1675.0    0.000909   0.000303
 1676.0    0.000918   0.000309
 1677.0    0.000927   0.000315
 1678.0    0.000936   0.000321
 1679.0    0.000945   0.000327
 1680.0    0.000954   0.000333
 1681.0    0.000963   0.000339
 1682.0    0.000973   0.000345
 1683.0    0.000982   0.000352
 1684.0    0.000991   0.000358
 1685.0    0.001000   0.000365
 1686.0    0.001010   0.000372
 1687.0    0.001019   0.000379
 1688.0    0.001028   0.000386
 1689.0    0.001037   0.000393
 1690.0    0.001047   0.000400
 1691.0    0.001056   0.000407
 1692.0    0.001065   0.000415
 1693.0    0.001075   0.000422
 1694.0    0.001084   0.000430
 1695.0    0.001093   0.000438
 1696.0    0.001103   0.000446
 1697.0    0.001112   0.000454
 1698.0    0.001121   0.000462
 1699.0    0.001131   0.000471
 1700.0    0.001140   0.000479
 1701.0    0.001149   0.000488
 1702.0    0.001159   0.000497
 1703.0    0.001168   0.000506
 1704.0    0.001178   0.000515
 1705.0    0.001187   0.000524
 1706.0    0.001196   0.000533
 1707.0    0.001206   0.000543
 1708.0    0.001215   0.000552
 1709.0    0.001225   0.000562
 1710.0    0.001234   0.000571
 1711.0    0.001243   0.000582
 1712.0    0.001252   0.000593
 1713.0    0.001261   0.000603
 1714.0    0.001270   0.000614
 1715.0    0.001279   0.000624
 1716.0    0.001288   0.000636
 1717.0    0.001297   0.000647
 1718.0    0.001306   0.000658
 1719.0    0.001315   0.000669
 1720.0    0.001324   0.000681
 1721.0    0.001333   0.000693
 1722.0    0.001342   0.000705
 1723.0    0.001351   0.000717
 1724.0    0.001360   0.000729
 1725.0    0.001369   0.000741
 1726.0    0.001377   0.000754
 1727.0    0.001386   0.000767
 1728.0    0.001395   0.000780
 1729.0    0.001403   0.000793
 1730.0    0.001412   0.000806
 1731.0    0.001420   0.000820
 1732.0    0.001428   0.000834
 1733.0    0.001437   0.000848
 1734.0    0.001445   0.000861
 1735.0    0.001453   0.000875
 1736.0    0.001461   0.000890
 1737.0    0.001469   0.000905
 1738.0    0.001477   0.000920
 1739.0    0.001485   0.000935
 1740.0    0.001493   0.000949
 1741.0    0.001501   0.000965
 1742.0    0.001508   0.000981
 1743.0    0.001516   0.000997
 1744.0    0.001523   0.001013
 1745.0    0.001531   0.001029
 1746.0    0.001538   0.001045
 1747.0    0.001545   0.001062
 1748.0    0.001552   0.001079
 1749.0    0.001559   0.001096
 1750.0    0.001566   0.001113
 1751.0    0.001572   0.001131
 1752.0    0.001578   0.001148
 1753.0    0.001585   0.001166
 1754.0    0.001591   0.001184
 1755.0    0.001598   0.001202
 1756.0    0.001603   0.001221
 1757.0    0.001609   0.001240
 1758.0    0.001615   0.001259
 1759.0    0.001621   0.001278
 1760.0    0.001627   0.001297
 1761.0    0.001632   0.001317
 1762.0    0.001637   0.001337
 1763.0    0.001642   0.001357
 1764.0    0.001647   0.001377
 1765.0    0.001652   0.001397
 1766.0    0.001656   0.001418
 1767.0    0.001660   0.001440
 1768.0    0.001664   0.001461
 1769.0    0.001668   0.001482
 1770.0    0.001673   0.001503
 1771.0    0.001676   0.001526
 1772.0    0.001679   0.001548
 1773.0    0.001682   0.001570
 1774.0    0.001686   0.001593
 1775.0    0.001689   0.001615
 1776.0    0.001691   0.001639
 1777.0    0.001693   0.001662
 1778.0    0.001696   0.001686
 1779.0    0.001698   0.001709
 1780.0    0.001700   0.001733
 1781.0    0.001701   0.001757
 1782.0    0.001702   0.001782
 1783.0    0.001704   0.001807
 1784.0    0.001705   0.001832
 1785.0    0.001706   0.001856
 1786.0    0.001706   0.001882
 1787.0    0.001706   0.001908
 1788.0    0.001705   0.001934
 1789.0    0.001705   0.001960
 1790.0    0.001705   0.001986
 1791.0    0.001704   0.002013
 1792.0    0.001702   0.002041
 1793.0    0.001701   0.002068
 1794.0    0.001699   0.002095
 1795.0    0.001698   0.002122
 1796.0    0.001695   0.002151
 1797.0    0.001692   0.002179
 1798.0    0.001689   0.002207
 1799.0    0.001686   0.002236
 1800.0    0.001683   0.002264
 1801.0    0.001679   0.002294
 1802.0    0.001674   0.002323
 1803.0    0.001669   0.002353
 1804.0    0.001665   0.002383
 1805.0    0.001660   0.002412
 1806.0    0.001654   0.002443
 1807.0    0.001648   0.002474
 1808.0    0.001642   0.002505
 1809.0    0.001635   0.002536
 1810.0    0.001629   0.002567
 1811.0    0.001621   0.002599
 1812.0    0.001613   0.002631
 1813.0    0.001605   0.002663
 1814.0    0.001597   0.002695
 1815.0    0.001589   0.002727
 1816.0    0.001578   0.002760
 1817.0    0.001568   0.002793
 1818.0    0.001558   0.002827
 1819.0    0.001548   0.002860
 1820.0    0.001538   0.002893
 1821.0    0.001526   0.002927
 1822.0    0.001513   0.002962
 1823.0    0.001501   0.002996
 1824.0    0.001489   0.003031
 1825.0    0.001477   0.003065
 1826.0    0.001462   0.003101
 1827.0    0.001448   0.003136
 1828.0    0.001433   0.003172
 1829.0    0.001418   0.003207
 1830.0    0.001404   0.003243
 1831.0    0.001387   0.003279
 1832.0    0.001370   0.003316
 1833.0    0.001353   0.003353
 1834.0    0.001336   0.003389
 1835.0    0.001319   0.003426
 1836.0    0.001299   0.003463
 1837.0    0.001280   0.003501
 1838.0    0.001260   0.003539
 1839.0    0.001241   0.003576
 1840.0    0.001221   0.003614
 1841.0    0.001199   0.003653
 1842.0    0.001176   0.003691
 1843.0    0.001154   0.003730
 1844.0    0.001131   0.003768
 1845.0    0.001109   0.003807
 1846.0    0.001084   0.003846
 1847.0    0.001058   0.003886
 1848.0    0.001033   0.003925
 1849.0    0.001008   0.003965
 1850.0    0.000983   0.004004
 1851.0    0.000954   0.004045
 1852.0    0.000926   0.004085
 1853.0    0.000897   0.004125
 1854.0    0.000869   0.004166
 1855.0    0.000840   0.004206
 1856.0    0.000809   0.004247
 1857.0    0.000777   0.004288
 1858.0    0.000745   0.004329
 1859.0    0.000714   0.004370
 1860.0    0.000682   0.004411
 1861.0    0.000647   0.004453
 1862.0    0.000611   0.004494
 1863.0    0.000576   0.004536
 1864.0    0.000541   0.004578
 1865.0    0.000506   0.004619
 1866.0    0.000467   0.004662
 1867.0    0.000428   0.004704
 1868.0    0.000389   0.004746
 1869.0    0.000350   0.004788
 1870.0    0.000312   0.004830
 1871.0    0.000269   0.004873
 1872.0    0.000226   0.004915
 1873.0    0.000184   0.004958
 1874.0    0.000141   0.005000
 1875.0    0.000098   0.005043
 1876.0    0.000052   0.005085
 1877.0    0.000005   0.005128
 1878.0   -0.000042   0.005171
 1879.0   -0.000089   0.005214
 1880.0   -0.000135   0.005256
 1881.0   -0.000186   0.005299
 1882.0   -0.000237   0.005342
 1883.0   -0.000288   0.005385
 1884.0   -0.000339   0.005427
 1885.0   -0.000390   0.005470
 1886.0   -0.000445   0.005513
 1887.0   -0.000501   0.005555
 1888.0   -0.000556   0.005598
 1889.0   -0.000612   0.005641
 1890.0   -0.000667   0.005683
 1891.0   -0.000727   0.005725
 1892.0   -0.000787   0.005768
 1893.0   -0.000847   0.005810
 1894.0   -0.000907   0.005852
 1895.0   -0.000967   0.005895
 1896.0   -0.001032   0.005936
 1897.0   -0.001096   0.005978
 1898.0   -0.001161   0.006020
 1899.0   -0.001226   0.006062
 1900.0   -0.001291   0.006103
 1901.0   -0.001360   0.006144
 1902.0   -0.001430   0.006185
 1903.0   -0.001500   0.006226
 1904.0   -0.001570   0.006267
 1905.0   -0.001640   0.006308
 1906.0   -0.001715   0.006348
 1907.0   -0.001790   0.006388
 1908.0   -0.001865   0.006428
 1909.0   -0.001940   0.006467
 1910.0   -0.002015   0.006507
 1911.0   -0.002095   0.006546
 1912.0   -0.002175   0.006584
 1913.0   -0.002256   0.006623
 1914.0   -0.002336   0.006661
 1915.0   -0.002416   0.006700
 1916.0   -0.002502   0.006737
 1917.0   -0.002588   0.006774
 1918.0   -0.002674   0.006811
 1919.0   -0.002760   0.006848
 1920.0   -0.002846   0.006884
 1921.0   -0.002938   0.006919
 1922.0   -0.003030   0.006954
 1923.0   -0.003121   0.006989
 1924.0   -0.003213   0.007024
 1925.0   -0.003305   0.007059
 1926.0   -0.003402   0.007092
 1927.0   -0.003500   0.007124
 1928.0   -0.003597   0.007157
 1929.0   -0.003695   0.007189
 1930.0   -0.003793   0.007222
 1931.0   -0.003896   0.007252
 1932.0   -0.004000   0.007282
 1933.0   -0.004104   0.007312
 1934.0   -0.004208   0.007341
 1935.0   -0.004311   0.007371
 1936.0   -0.004421   0.007398
 1937.0   -0.004531   0.007425
 1938.0   -0.004641   0.007452
 1939.0   -0.004751   0.007478
 1940.0   -0.004861   0.007505
 1941.0   -0.004977   0.007528
 1942.0   -0.005094   0.007551
 1943.0   -0.005210   0.007575
 1944.0   -0.005326   0.007598
 1945.0   -0.005443   0.007621
 1946.0   -0.005566   0.007640
 1947.0   -0.005689   0.007659
 1948.0   -0.005811   0.007678
 1949.0   -0.005934   0.007697
 1950.0   -0.006057   0.007716
 1951.0   -0.006187   0.007731
 1952.0   -0.006316   0.007745
 1953.0   -0.006446   0.007760
 1954.0   -0.006575   0.007774
 1955.0   -0.006705   0.007789
 1956.0   -0.006841   0.007798
 1957.0   -0.006977   0.007808
 1958.0   -0.007113   0.007817
 1959.0   -0.007249   0.007826
 1960.0   -0.007386   0.007836
 1961.0   -0.007529   0.007840
 1962.0   -0.007672   0.007843
 1963.0   -0.007815   0.007847
 1964.0   -0.007958   0.007851
 1965.0   -0.008100   0.007854
 1966.0   -0.008250   0.007852
 1967.0   -0.008400   0.007849
 1968.0   -0.008550   0.007847
 1969.0   -0.008700   0.007844
 1970.0   -0.008849   0.007841
 1971.0   -0.009006   0.007832
